"Candidates","Suppliers","DistanceCandidateSupplier"
77,15,74.65
77,16,64.61
77,17,44.57
77,18,78.5
77,19,90.48
77,20,87.1
77,21,58.5
77,22,62.34
77,23,65.79
77,24,57.67
77,25,40.14
77,26,40.2
77,27,34
77,28,47.87
77,29,78.84
77,30,52.63
77,31,7.95
77,32,44.3
77,33,244.48
77,34,206.93
77,35,3.64
77,36,42.74
77,37,57.88
77,38,171.7
77,39,73.08
77,40,70.3
77,41,50.27
77,42,56.8
77,43,22.58
77,44,33.38
77,45,71.22
77,46,128.92
77,47,144.49
77,48,181.49
77,49,165.12
77,50,45.86
77,51,54.18
77,52,2.98
77,53,42.54
78,1,217.44
78,2,103.59
78,3,185.41
78,4,119.43
78,5,69.1
78,6,47.74
78,7,80.62
78,8,53.34
78,9,57.42
78,10,32.74
78,11,96.09
78,12,168.74
78,13,177.03
78,14,151.67
78,15,72.24
78,16,62.2
78,17,42.16
78,18,76.09
78,19,88.07
78,20,84.69
78,21,56.09
78,22,59.93
78,23,63.38
78,24,55.26
78,25,41.62
78,26,41.67
78,27,31.59
78,28,45.46
78,29,76.43
78,30,50.22
78,31,6.99
78,32,41.89
78,33,242.07
78,34,204.52
78,35,0.9
78,36,40.33
78,37,55.47
78,38,169.29
78,39,72.27
78,40,67.9
78,41,47.86
78,42,54.39
78,43,20.17
78,44,30.97
78,45,68.81
78,46,126.51
78,47,142.08
78,48,179.08
78,49,162.71
78,50,43.45
78,51,51.77
78,52,6.66
78,53,40.13
79,1,223.46
79,2,109.6
79,3,191.43
79,4,125.45
79,5,75.12
79,6,56.27
79,7,86.64
79,8,47.63
79,9,63.44
79,10,38.76
79,11,102.1
79,12,174.76
79,13,183.05
79,14,157.69
79,15,78.26
79,16,68.22
79,17,48.17
79,18,82.11
79,19,94.09
79,20,90.7
79,21,62.1
79,22,65.95
79,23,69.4
79,24,61.28
79,25,37.74
79,26,35.97
79,27,37.61
79,28,51.48
79,29,82.45
79,30,56.24
79,31,8.03
79,32,47.91
79,33,248.08
79,34,210.54
79,35,8.94
79,36,46.35
79,37,61.48
79,38,175.31
79,39,80.81
79,40,73.91
79,41,53.88
79,42,60.41
79,43,26.19
79,44,36.98
79,45,74.83
79,46,132.53
79,47,148.1
79,48,185.1
79,49,168.72
79,50,49.47
79,51,57.79
79,52,8.96
79,53,46.15
80,1,221.3
80,2,107.45
80,3,189.27
80,4,123.29
80,5,72.96
80,6,52.63
80,7,84.48
80,8,51.48
80,9,61.29
80,10,36.6
80,11,99.95
80,12,172.61
80,13,180.9
80,14,155.53
80,15,76.1
80,16,66.07
80,17,46.02
80,18,79.95
80,19,91.94
80,20,88.55
80,21,59.95
80,22,63.8
80,23,67.25
80,24,59.13
80,25,35.9
80,26,39.82
80,27,35.46
80,28,49.33
80,29,80.3
80,30,54.08
80,31,8.52
80,32,45.76
80,33,245.93
80,34,208.38
80,35,6.78
80,36,44.19
80,37,59.33
80,38,173.15
80,39,77.17
80,40,71.76
80,41,51.73
80,42,58.25
80,43,24.03
80,44,34.83
80,45,72.68
80,46,130.38
80,47,145.95
80,48,182.95
80,49,166.57
80,50,47.32
80,51,55.64
80,52,3.63
80,53,43.99
81,1,224.64
81,2,110.79
81,3,192.61
81,4,126.63
81,5,76.3
81,6,51.06
81,7,87.82
81,8,48.55
81,9,64.62
81,10,39.94
81,11,103.29
81,12,175.95
81,13,184.24
81,14,158.87
81,15,79.44
81,16,69.4
81,17,49.36
81,18,83.29
81,19,95.28
81,20,91.89
81,21,63.29
81,22,67.14
81,23,70.59
81,24,62.46
81,25,35.36
81,26,40.03
81,27,38.8
81,28,52.66
81,29,83.64
81,30,57.42
81,31,11.61
81,32,49.09
81,33,249.27
81,34,211.72
81,35,8
81,36,47.53
81,37,62.67
81,38,176.49
81,39,75.59
81,40,75.1
81,41,55.07
81,42,61.59
81,43,27.37
81,44,38.17
81,45,76.01
81,46,133.72
81,47,149.29
81,48,186.28
81,49,169.91
81,50,50.65
81,51,58.98
81,52,0.9
81,53,47.33
82,1,220.48
82,2,106.63
82,3,188.45
82,4,122.47
82,5,72.14
82,6,46.23
82,7,83.66
82,8,54.33
82,9,60.46
82,10,35.78
82,11,99.13
82,12,171.78
82,13,180.08
82,14,154.71
82,15,75.28
82,16,65.24
82,17,45.2
82,18,79.13
82,19,91.12
82,20,87.73
82,21,59.13
82,22,62.98
82,23,66.43
82,24,58.3
82,25,43.29
82,26,42.66
82,27,34.64
82,28,48.5
82,29,79.48
82,30,53.26
82,31,10.01
82,32,44.93
82,33,245.11
82,34,207.56
82,35,4.53
82,36,43.37
82,37,58.51
82,38,172.33
82,39,70.77
82,40,70.94
82,41,50.91
82,42,57.43
82,43,23.21
82,44,34.01
82,45,71.85
82,46,129.56
82,47,145.13
82,48,182.12
82,49,165.75
82,50,46.49
82,51,54.82
82,52,5.09
82,53,43.17
83,1,218.31
83,2,104.46
83,3,186.28
83,4,120.3
83,5,69.97
83,6,46.38
83,7,81.49
83,8,55.06
83,9,58.29
83,10,33.61
83,11,96.96
83,12,169.62
83,13,177.91
83,14,152.54
83,15,73.11
83,16,63.07
83,17,43.03
83,18,76.96
83,19,88.95
83,20,85.56
83,21,56.96
83,22,60.81
83,23,64.26
83,24,56.13
83,25,43.34
83,26,43.4
83,27,32.47
83,28,46.33
83,29,77.31
83,30,51.09
83,31,7.84
83,32,42.76
83,33,242.94
83,34,205.39
83,35,2.06
83,36,41.2
83,37,56.34
83,38,170.16
83,39,70.92
83,40,68.77
83,41,48.74
83,42,55.26
83,43,21.04
83,44,31.84
83,45,69.68
83,46,127.39
83,47,142.96
83,48,179.95
83,49,163.58
83,50,44.32
83,51,52.65
83,52,6.76
83,53,41
84,1,219.89
84,2,106.04
84,3,187.86
84,4,121.88
84,5,71.55
84,6,43.87
84,7,83.07
84,8,59.06
84,9,59.87
84,10,35.19
84,11,98.54
84,12,171.19
84,13,179.49
84,14,154.12
84,15,74.69
84,16,64.65
84,17,44.61
84,18,78.54
84,19,90.53
84,20,87.14
84,21,58.54
84,22,62.39
84,23,65.84
84,24,57.71
84,25,46.56
84,26,47.4
84,27,34.05
84,28,47.91
84,29,78.88
84,30,52.67
84,31,9.42
84,32,44.34
84,33,244.52
84,34,206.97
84,35,4.27
84,36,42.78
84,37,57.92
84,38,171.74
84,39,68.4
84,40,70.35
84,41,50.31
84,42,56.84
84,43,22.62
84,44,33.42
84,45,71.26
84,46,128.97
84,47,144.54
84,48,181.53
84,49,165.16
84,50,45.9
84,51,54.22
84,52,10.81
84,53,42.58
85,1,209.64
85,2,93.45
85,3,177.61
85,4,111.63
85,5,61.3
85,6,53.44
85,7,72.82
85,8,63.89
85,9,49.62
85,10,24.94
85,11,85.96
85,12,160.94
85,13,169.24
85,14,143.87
85,15,64.44
85,16,54.4
85,17,34.36
85,18,68.29
85,19,80.28
85,20,76.89
85,21,48.29
85,22,52.14
85,23,55.59
85,24,47.46
85,25,52.17
85,26,52.23
85,27,23.8
85,28,36.68
85,29,68.63
85,30,40.09
85,31,9.96
85,32,34.09
85,33,234.27
85,34,194.39
85,35,12.54
85,36,32.53
85,37,47.67
85,38,161.49
85,39,72.83
85,40,57.76
85,41,37.73
85,42,44.26
85,43,5.39
85,44,23.17
85,45,61.01
85,46,118.72
85,47,134.29
85,48,171.28
85,49,154.91
85,50,35.65
85,51,43.97
85,52,19.03
85,53,30
86,1,206.12
86,2,93.63
86,3,174.09
86,4,108.11
86,5,57.78
86,6,57.55
86,7,69.3
86,8,62.91
86,9,46.1
86,10,21.42
86,11,86.13
86,12,157.43
86,13,165.72
86,14,140.35
86,15,60.92
86,16,50.88
86,17,30.84
86,18,64.77
86,19,76.76
86,20,73.37
86,21,44.77
86,22,48.62
86,23,52.07
86,24,43.95
86,25,51.19
86,26,51.24
86,27,20.28
86,28,34.14
86,29,65.12
86,30,40.26
86,31,8.09
86,32,30.58
86,33,230.75
86,34,194.56
86,35,11.56
86,36,29.01
86,37,44.15
86,38,157.97
86,39,77.01
86,40,57.94
86,41,37.9
86,42,44.43
86,43,10.21
86,44,19.65
86,45,57.5
86,46,115.2
86,47,130.77
86,48,167.76
86,49,151.39
86,50,32.13
86,51,40.46
86,52,18.04
86,53,30.17
87,1,202.42
87,2,94.64
87,3,170.39
87,4,104.41
87,5,58.45
87,6,60.8
87,7,65.6
87,8,66.16
87,9,42.4
87,10,17.72
87,11,87.14
87,12,153.72
87,13,162.01
87,14,136.65
87,15,57.22
87,16,47.18
87,17,27.13
87,18,61.07
87,19,73.05
87,20,69.66
87,21,41.07
87,22,44.91
87,23,48.36
87,24,40.24
87,25,54.44
87,26,54.5
87,27,20.95
87,28,34.82
87,29,61.41
87,30,41.27
87,31,9.22
87,32,26.87
87,33,227.05
87,34,195.57
87,35,14.81
87,36,29.68
87,37,37.14
87,38,154.27
87,39,79.55
87,40,58.95
87,41,38.91
87,42,45.44
87,43,11.22
87,44,20.32
87,45,53.79
87,46,111.49
87,47,127.06
87,48,164.06
87,49,147.69
87,50,32.81
87,51,36.75
87,52,21.3
87,53,31.18
88,1,200.68
88,2,91
88,3,168.65
88,4,102.67
88,5,56.09
88,6,62.51
88,7,63.86
88,8,67.86
88,9,40.66
88,10,15.98
88,11,88.84
88,12,151.98
88,13,160.28
88,14,134.91
88,15,55.48
88,16,45.44
88,17,25.4
88,18,59.33
88,19,71.31
88,20,67.93
88,21,39.33
88,22,43.18
88,23,46.63
88,24,38.5
88,25,56.14
88,26,56.2
88,27,18.59
88,28,32.46
88,29,59.67
88,30,42.97
88,31,8.88
88,32,25.13
88,33,225.31
88,34,191.93
88,35,16.51
88,36,25.25
88,37,35.4
88,38,152.53
88,39,81.26
88,40,60.65
88,41,40.62
88,42,45.34
88,43,12.92
88,44,17.96
88,45,52.05
88,46,109.76
88,47,125.33
88,48,162.32
88,49,145.95
88,50,30.45
88,51,35.01
88,52,23
88,53,32.89
89,1,235.43
89,2,121.57
89,3,203.4
89,4,137.42
89,5,87.09
89,6,68.24
89,7,98.61
89,8,42.54
89,9,75.41
89,10,50.73
89,11,114.07
89,12,186.73
89,13,195.02
89,14,169.66
89,15,90.23
89,16,80.19
89,17,60.14
89,18,94.08
89,19,106.06
89,20,102.67
89,21,74.07
89,22,77.92
89,23,81.37
89,24,73.25
89,25,43.52
89,26,30.88
89,27,49.58
89,28,63.45
89,29,94.42
89,30,68.21
89,31,21.91
89,32,59.88
89,33,260.06
89,34,222.51
89,35,20.91
89,36,58.32
89,37,73.45
89,38,187.28
89,39,92.78
89,40,85.88
89,41,65.85
89,42,72.38
89,43,38.16
89,44,48.95
89,45,86.8
89,46,144.5
89,47,160.07
89,48,197.07
89,49,180.69
89,50,61.44
89,51,69.76
89,52,20.93
89,53,58.12
90,1,227.65
90,2,113.8
90,3,195.62
90,4,129.64
90,5,79.31
90,6,60.47
90,7,90.83
90,8,44.21
90,9,67.63
90,10,42.95
90,11,106.3
90,12,178.96
90,13,187.25
90,14,161.88
90,15,82.45
90,16,72.42
90,17,52.37
90,18,86.3
90,19,98.29
90,20,94.9
90,21,66.3
90,22,70.15
90,23,73.6
90,24,65.48
90,25,41.79
90,26,32.55
90,27,41.81
90,28,55.68
90,29,86.65
90,30,60.43
90,31,14.14
90,32,52.11
90,33,252.28
90,34,214.73
90,35,13.13
90,36,50.54
90,37,65.68
90,38,179.5
90,39,85
90,40,78.11
90,41,58.08
90,42,64.6
90,43,30.38
90,44,41.18
90,45,79.03
90,46,136.73
90,47,152.3
90,48,189.3
90,49,172.92
90,50,53.67
90,51,61.99
90,52,13.15
90,53,50.34
91,1,226.55
91,2,112.7
91,3,194.52
91,4,128.54
91,5,78.21
91,6,59.36
91,7,89.73
91,8,42.45
91,9,66.53
91,10,41.85
91,11,105.2
91,12,177.85
91,13,186.14
91,14,160.78
91,15,81.35
91,16,71.31
91,17,51.27
91,18,85.2
91,19,97.18
91,20,93.8
91,21,65.2
91,22,69.04
91,23,72.49
91,24,64.37
91,25,37.61
91,26,30.79
91,27,40.7
91,28,54.57
91,29,85.54
91,30,59.33
91,31,13.04
91,32,51
91,33,251.18
91,34,213.63
91,35,12.03
91,36,49.44
91,37,64.58
91,38,178.4
91,39,83.9
91,40,77
91,41,56.97
91,42,63.5
91,43,29.28
91,44,40.08
91,45,77.92
91,46,135.62
91,47,151.19
91,48,188.19
91,49,171.82
91,50,52.56
91,51,60.88
91,52,10.44
91,53,49.24
92,1,229.62
92,2,115.77
92,3,197.59
92,4,131.61
92,5,81.28
92,6,60.63
92,7,92.8
92,8,42.92
92,9,69.6
92,10,44.92
92,11,108.27
92,12,180.93
92,13,189.22
92,14,163.85
92,15,84.42
92,16,74.38
92,17,54.34
92,18,88.27
92,19,100.26
92,20,96.87
92,21,68.27
92,22,72.12
92,23,75.57
92,24,67.45
92,25,35.62
92,26,31.25
92,27,43.78
92,28,57.64
92,29,88.62
92,30,62.4
92,31,16.84
92,32,54.07
92,33,254.25
92,34,216.7
92,35,15.1
92,36,52.51
92,37,67.65
92,38,181.47
92,39,85.16
92,40,80.08
92,41,60.05
92,42,66.57
92,43,32.35
92,44,43.15
92,45,80.99
92,46,138.7
92,47,154.27
92,48,191.26
92,49,174.89
92,50,55.63
92,51,63.96
92,52,10.21
92,53,52.31
93,1,227.48
93,2,113.62
93,3,195.45
93,4,129.47
93,5,79.14
93,6,58.48
93,7,90.66
93,8,45.15
93,9,67.46
93,10,42.78
93,11,106.13
93,12,178.78
93,13,187.07
93,14,161.71
93,15,82.28
93,16,72.24
93,17,52.2
93,18,86.13
93,19,98.11
93,20,94.73
93,21,66.13
93,22,69.97
93,23,73.42
93,24,65.3
93,25,35.24
93,26,33.49
93,27,41.63
93,28,55.5
93,29,86.47
93,30,60.26
93,31,14.7
93,32,51.93
93,33,252.11
93,34,214.56
93,35,12.96
93,36,50.37
93,37,65.51
93,38,179.33
93,39,83.02
93,40,77.93
93,41,57.9
93,42,64.43
93,43,30.21
93,44,41.01
93,45,78.85
93,46,136.55
93,47,152.12
93,48,189.12
93,49,172.75
93,50,53.49
93,51,61.81
93,52,8.07
93,53,50.17
94,1,231.55
94,2,117.69
94,3,199.52
94,4,133.54
94,5,83.21
94,6,61.68
94,7,94.73
94,8,42.57
94,9,71.53
94,10,46.85
94,11,110.19
94,12,182.85
94,13,191.14
94,14,165.78
94,15,86.35
94,16,76.31
94,17,56.26
94,18,90.2
94,19,102.18
94,20,98.79
94,21,70.19
94,22,74.04
94,23,77.49
94,24,69.37
94,25,29.38
94,26,33.39
94,27,45.7
94,28,59.57
94,29,90.54
94,30,64.33
94,31,18.76
94,32,56
94,33,256.18
94,34,218.63
94,35,17.03
94,36,54.44
94,37,69.57
94,38,183.4
94,39,79.6
94,40,82
94,41,61.97
94,42,68.5
94,43,34.28
94,44,45.07
94,45,82.92
94,46,140.62
94,47,156.19
94,48,193.19
94,49,176.81
94,50,57.56
94,51,65.88
94,52,10.85
94,53,54.24
95,1,226.26
95,2,112.41
95,3,194.23
95,4,128.25
95,5,77.92
95,6,56.28
95,7,89.44
95,8,44
95,9,66.24
95,10,41.56
95,11,104.91
95,12,177.57
95,13,185.86
95,14,160.49
95,15,81.06
95,16,71.03
95,17,50.98
95,18,84.91
95,19,96.9
95,20,93.51
95,21,64.91
95,22,68.76
95,23,72.21
95,24,64.09
95,25,30.81
95,26,36.99
95,27,40.42
95,28,54.29
95,29,85.26
95,30,59.04
95,31,13.48
95,32,50.72
95,33,250.89
95,34,213.34
95,35,11.74
95,36,49.15
95,37,64.29
95,38,178.11
95,39,80.81
95,40,76.72
95,41,56.69
95,42,63.21
95,43,28.99
95,44,39.79
95,45,77.64
95,46,135.34
95,47,150.91
95,48,187.91
95,49,171.53
95,50,52.28
95,51,60.6
95,52,5.86
95,53,48.95
96,1,231.18
96,2,117.33
96,3,199.15
96,4,133.17
96,5,82.84
96,6,45.82
96,7,94.36
96,8,44.01
96,9,71.17
96,10,46.49
96,11,109.83
96,12,182.49
96,13,190.78
96,14,165.41
96,15,85.98
96,16,75.95
96,17,55.9
96,18,89.84
96,19,101.82
96,20,98.43
96,21,69.83
96,22,73.68
96,23,77.13
96,24,69.01
96,25,30.82
96,26,42.61
96,27,45.34
96,28,59.21
96,29,90.18
96,30,63.97
96,31,18.15
96,32,55.64
96,33,255.81
96,34,218.27
96,35,14.54
96,36,54.07
96,37,69.21
96,38,183.03
96,39,69.82
96,40,81.64
96,41,61.61
96,42,68.13
96,43,33.91
96,44,44.71
96,45,82.56
96,46,140.26
96,47,155.83
96,48,192.83
96,49,176.45
96,50,57.2
96,51,65.52
96,52,8.07
96,53,53.88
97,1,242.02
97,2,128.17
97,3,209.99
97,4,144.01
97,5,93.68
97,6,74.84
97,7,105.2
97,8,37.83
97,9,82
97,10,57.32
97,11,120.67
97,12,193.33
97,13,201.62
97,14,176.25
97,15,96.82
97,16,86.79
97,17,66.74
97,18,100.67
97,19,112.66
97,20,109.27
97,21,80.67
97,22,84.52
97,23,87.97
97,24,79.85
97,25,38.82
97,26,26.17
97,27,56.18
97,28,70.04
97,29,101.02
97,30,74.8
97,31,28.51
97,32,66.48
97,33,266.65
97,34,229.1
97,35,27.5
97,36,64.91
97,37,80.05
97,38,193.87
97,39,99.37
97,40,92.48
97,41,72.45
97,42,78.97
97,43,44.75
97,44,55.55
97,45,93.4
97,46,151.1
97,47,166.67
97,48,203.66
97,49,187.29
97,50,68.03
97,51,76.36
97,52,27.52
97,53,64.71
98,1,238.73
98,2,124.88
98,3,206.7
98,4,140.72
98,5,90.39
98,6,71.55
98,7,101.91
98,8,30.88
98,9,78.71
98,10,54.03
98,11,117.38
98,12,190.03
98,13,198.33
98,14,172.96
98,15,93.53
98,16,83.49
98,17,63.45
98,18,97.38
98,19,109.36
98,20,105.98
98,21,77.38
98,22,81.23
98,23,84.68
98,24,76.55
98,25,31.86
98,26,19.21
98,27,52.89
98,28,66.75
98,29,97.72
98,30,71.51
98,31,25.22
98,32,63.18
98,33,263.36
98,34,225.81
98,35,24.21
98,36,61.62
98,37,76.76
98,38,190.58
98,39,96.08
98,40,89.19
98,41,69.15
98,42,75.68
98,43,41.46
98,44,52.26
98,45,90.1
98,46,147.81
98,47,163.38
98,48,200.37
98,49,184
98,50,64.74
98,51,73.06
98,52,24.23
98,53,61.42
99,1,234.66
99,2,120.81
99,3,202.63
99,4,136.65
99,5,86.32
99,6,67.48
99,7,97.84
99,8,36.35
99,9,74.65
99,10,49.96
99,11,113.31
99,12,185.97
99,13,194.26
99,14,168.89
99,15,89.46
99,16,79.43
99,17,59.38
99,18,93.31
99,19,105.3
99,20,101.91
99,21,73.31
99,22,77.16
99,23,80.61
99,24,72.49
99,25,37.34
99,26,24.69
99,27,48.82
99,28,62.69
99,29,93.66
99,30,67.44
99,31,21.15
99,32,59.12
99,33,259.29
99,34,221.75
99,35,20.14
99,36,57.55
99,37,72.69
99,38,186.51
99,39,92.01
99,40,85.12
99,41,65.09
99,42,71.61
99,43,37.39
99,44,48.19
99,45,86.04
99,46,143.74
99,47,159.31
99,48,196.31
99,49,179.93
99,50,60.68
99,51,69
99,52,15.72
99,53,57.36
100,1,243.76
100,2,129.91
100,3,211.74
100,4,145.76
100,5,95.42
100,6,76.58
100,7,106.94
100,8,25.52
100,9,83.75
100,10,59.07
100,11,122.41
100,12,195.07
100,13,203.36
100,14,178
100,15,98.57
100,16,88.53
100,17,68.48
100,18,102.42
100,19,114.4
100,20,111.01
100,21,82.41
100,22,86.26
100,23,89.71
100,24,81.59
100,25,26.51
100,26,13.86
100,27,57.92
100,28,71.79
100,29,102.76
100,30,76.55
100,31,30.25
100,32,68.22
100,33,268.39
100,34,230.85
100,35,29.25
100,36,66.65
100,37,81.79
100,38,195.62
100,39,101.12
100,40,94.22
100,41,74.19
100,42,80.71
100,43,46.5
100,44,57.29
100,45,95.14
100,46,152.84
100,47,168.41
100,48,205.41
100,49,189.03
100,50,69.78
100,51,78.1
100,52,29.27
100,53,66.46
101,1,241.72
101,2,114.05
101,3,209.69
101,4,143.71
101,5,93.38
101,6,34.09
101,7,104.9
101,8,49.44
101,9,81.71
101,10,57.03
101,11,92.26
101,12,193.03
101,13,201.32
101,14,175.95
101,15,96.52
101,16,86.49
101,17,66.44
101,18,100.37
101,19,112.36
101,20,108.97
101,21,80.37
101,22,84.22
101,23,87.67
101,24,79.55
101,25,36.25
101,26,46.31
101,27,55.88
101,28,59.48
101,29,100.72
101,30,59.09
101,31,31.26
101,32,66.18
101,33,266.35
101,34,214.99
101,35,25.5
101,36,64.61
101,37,79.75
101,38,193.57
101,39,58.09
101,40,76.76
101,41,56.73
101,42,67.06
101,43,44.45
101,44,55.25
101,45,93.1
101,46,150.8
101,47,166.37
101,48,203.37
101,49,186.99
101,50,67.74
101,51,76.06
101,52,21.79
101,53,43.49
102,1,239.42
102,2,111.75
102,3,207.39
102,4,141.41
102,5,91.08
102,6,31.79
102,7,102.6
102,8,51.54
102,9,79.41
102,10,54.73
102,11,89.96
102,12,190.73
102,13,199.02
102,14,173.65
102,15,94.22
102,16,84.19
102,17,64.14
102,18,98.08
102,19,110.06
102,20,106.67
102,21,78.07
102,22,81.92
102,23,85.37
102,24,77.25
102,25,38.35
102,26,48.41
102,27,53.58
102,28,57.18
102,29,98.42
102,30,56.79
102,31,28.96
102,32,63.88
102,33,264.05
102,34,212.69
102,35,23.2
102,36,62.31
102,37,77.45
102,38,191.27
102,39,55.79
102,40,74.46
102,41,54.43
102,42,64.76
102,43,42.15
102,44,52.95
102,45,90.8
102,46,148.5
102,47,164.07
102,48,201.07
102,49,184.69
102,50,65.44
102,51,73.76
102,52,19.72
102,53,41.19
103,1,233.05
103,2,105.43
103,3,201.02
103,4,135.04
103,5,84.71
103,6,34.67
103,7,96.23
103,8,58.12
103,9,73.03
103,10,48.35
103,11,83.63
103,12,184.35
103,13,192.64
103,14,167.28
103,15,87.85
103,16,77.81
103,17,57.76
103,18,91.7
103,19,103.68
103,20,100.29
103,21,71.7
103,22,75.54
103,23,78.99
103,24,70.87
103,25,44.93
103,26,59.16
103,27,47.2
103,28,50.86
103,29,92.04
103,30,50.47
103,31,22.58
103,32,57.5
103,33,257.68
103,34,206.36
103,35,16.82
103,36,55.94
103,37,71.07
103,38,184.9
103,39,59.21
103,40,68.14
103,41,48.11
103,42,58.43
103,43,35.78
103,44,46.58
103,45,84.42
103,46,142.12
103,47,157.69
103,48,194.69
103,49,178.32
103,50,59.06
103,51,67.38
103,52,18.5
103,53,34.87
104,1,228.7
104,2,99.57
104,3,196.67
104,4,130.69
104,5,73.6
104,6,34.94
104,7,91.88
104,8,67.87
104,9,68.68
104,10,44
104,11,77.77
104,12,180.01
104,13,188.3
104,14,162.93
104,15,83.5
104,16,73.47
104,17,53.42
104,18,87.35
104,19,99.34
104,20,95.95
104,21,67.35
104,22,71.2
104,23,74.65
104,24,66.53
104,25,55.1
104,26,56.21
104,27,38.06
104,28,45
104,29,87.7
104,30,44.6
104,31,18.23
104,32,53.16
104,33,253.33
104,34,200.5
104,35,15.52
104,36,51.59
104,37,66.73
104,38,180.55
104,39,59.48
104,40,62.28
104,41,42.25
104,42,52.57
104,43,30.04
104,44,42.23
104,45,80.08
104,46,137.78
104,47,153.35
104,48,190.34
104,49,173.97
104,50,54.71
104,51,63.04
104,52,19.35
104,53,29
105,1,218.24
105,2,82.72
105,3,157.68
105,4,120.23
105,5,54.73
105,6,51.59
105,7,81.42
105,8,75.62
105,9,58.22
105,10,33.54
105,11,75.22
105,12,169.54
105,13,177.84
105,14,152.47
105,15,73.04
105,16,63
105,17,42.96
105,18,76.89
105,19,88.87
105,20,85.49
105,21,56.89
105,22,60.74
105,23,64.18
105,24,56.06
105,25,63.9
105,26,63.96
105,27,12.29
105,28,25.94
105,29,77.23
105,30,29.35
105,31,21.7
105,32,42.69
105,33,242.87
105,34,183.65
105,35,24.28
105,36,25.96
105,37,41.1
105,38,170.09
105,39,69.22
105,40,47.03
105,41,26.99
105,42,33.52
105,43,8.12
105,44,16.6
105,45,69.61
105,46,127.32
105,47,142.89
105,48,179.88
105,49,163.51
105,50,29.08
105,51,52.57
105,52,30.76
105,53,14.27
106,1,218.99
106,2,84.11
106,3,154.78
106,4,118.91
106,5,51.82
106,6,55.65
106,7,80.1
106,8,74.3
106,9,55.18
106,10,32.22
106,11,76.61
106,12,170.3
106,13,178.59
106,14,151.15
106,15,71.72
106,16,61.68
106,17,41.64
106,18,75.57
106,19,87.56
106,20,84.17
106,21,55.57
106,22,57.76
106,23,67.92
106,24,54.74
106,25,62.59
106,26,62.64
106,27,9.38
106,28,27.33
106,29,75.92
106,30,30.74
106,31,20.38
106,32,41.37
106,33,243.62
106,34,185.04
106,35,22.96
106,36,23.05
106,37,38.19
106,38,170.84
106,39,73.28
106,40,48.42
106,41,28.38
106,42,34.91
106,43,7.07
106,44,13.69
106,45,68.29
106,46,126
106,47,141.57
106,48,180.64
106,49,164.26
106,50,26.18
106,51,55.99
106,52,29.44
106,53,20.65
107,1,207.18
107,2,82.61
107,3,150.65
107,4,109.17
107,5,47.7
107,6,61.79
107,7,70.36
107,8,73.13
107,9,47.16
107,10,22.48
107,11,82.75
107,12,158.48
107,13,166.77
107,14,141.41
107,15,61.98
107,16,51.94
107,17,31.89
107,18,65.83
107,19,77.81
107,20,74.42
107,21,45.83
107,22,49.67
107,23,53.12
107,24,45
107,25,61.41
107,26,61.47
107,27,10.19
107,28,24.07
107,29,66.17
107,30,36.88
107,31,19.21
107,32,31.63
107,33,231.81
107,34,183.54
107,35,21.78
107,36,18.93
107,37,34.07
107,38,159.03
107,39,79.43
107,40,54.56
107,41,34.53
107,42,36.95
107,43,8.89
107,44,9.57
107,45,58.55
107,46,116.25
107,47,131.82
107,48,168.82
107,49,152.45
107,50,22.06
107,51,41.51
107,52,28.27
107,53,26.8
108,1,208.11
108,2,82.32
108,3,150.37
108,4,110.1
108,5,47.41
108,6,64.1
108,7,71.29
108,8,74.74
108,9,48.1
108,10,23.42
108,11,84.1
108,12,159.42
108,13,167.71
108,14,142.34
108,15,62.91
108,16,52.88
108,17,32.83
108,18,66.77
108,19,78.75
108,20,75.36
108,21,46.76
108,22,50.61
108,23,54.06
108,24,45.94
108,25,63.03
108,26,63.08
108,27,10.6
108,28,23.78
108,29,67.11
108,30,39.2
108,31,20.82
108,32,32.57
108,33,232.74
108,34,183.26
108,35,23.4
108,36,18.64
108,37,33.78
108,38,159.96
108,39,81.74
108,40,55.91
108,41,36.84
108,42,36.66
108,43,12.3
108,44,9.25
108,45,59.49
108,46,117.19
108,47,132.76
108,48,169.76
108,49,153.38
108,50,21.77
108,51,42.45
108,52,29.88
108,53,29.11
109,1,209.05
109,2,90.19
109,3,159.17
109,4,111.04
109,5,56.22
109,6,58.04
109,7,72.23
109,8,68.1
109,9,49.03
109,10,24.35
109,11,82.7
109,12,160.35
109,13,168.65
109,14,143.28
109,15,63.85
109,16,53.81
109,17,33.77
109,18,67.7
109,19,79.69
109,20,76.3
109,21,47.7
109,22,51.55
109,23,55
109,24,46.87
109,25,56.38
109,26,56.43
109,27,15.66
109,28,33.42
109,29,68.04
109,30,36.83
109,31,14.17
109,32,33.5
109,33,233.68
109,34,191.13
109,35,16.75
109,36,27.45
109,37,42.59
109,38,160.9
109,39,77.42
109,40,54.5
109,41,34.47
109,42,41
109,43,5.69
109,44,18.09
109,45,60.42
109,46,118.13
109,47,133.7
109,48,170.69
109,49,154.32
109,50,30.57
109,51,43.38
109,52,23.23
109,53,26.74
110,1,210.4
110,2,90.53
110,3,178.37
110,4,112.39
110,5,56.49
110,6,53.64
110,7,73.58
110,8,65.85
110,9,50.38
110,10,25.7
110,11,83.03
110,12,161.7
110,13,169.99
110,14,144.63
110,15,65.2
110,16,55.16
110,17,35.11
