Cluster,Products,Periods,Scenarios,DemandPeriodScenarios,Closest_Index
3,3,2.0,47.0,46629.0,183
3,3,2.0,48.0,50335.0,183
3,3,2.0,49.0,53984.0,183
3,3,2.0,50.0,50983.0,183
3,3,2.0,51.0,45155.0,183
3,3,2.0,52.0,36883.0,183
3,3,2.0,53.0,53281.0,183
3,3,2.0,54.0,43920.0,183
3,3,2.0,55.0,37227.0,183
3,3,2.0,56.0,52707.0,183
3,3,2.0,57.0,43798.0,183
3,3,2.0,58.0,36529.0,183
3,3,2.0,59.0,40472.0,183
3,3,2.0,60.0,39179.0,183
3,3,2.0,61.0,44511.0,183
3,3,2.0,62.0,48855.0,183
3,3,2.0,63.0,46489.0,183
3,3,2.0,64.0,43172.0,183
3,3,2.0,65.0,43965.0,183
3,3,2.0,66.0,33657.0,183
3,3,2.0,67.0,54381.0,183
3,3,2.0,68.0,55614.0,183
3,3,2.0,69.0,41801.0,183
3,3,2.0,70.0,55434.0,183
3,3,2.0,71.0,41664.0,183
3,3,2.0,72.0,46527.0,183
3,3,2.0,73.0,40207.0,183
3,3,2.0,74.0,48284.0,183
3,3,2.0,75.0,45512.0,183
3,3,2.0,76.0,33592.0,183
3,3,2.0,77.0,45222.0,183
3,3,2.0,78.0,62020.0,183
3,3,2.0,79.0,51350.0,183
3,3,2.0,80.0,33009.0,183
3,3,2.0,81.0,35823.0,183
3,3,2.0,82.0,46037.0,183
3,3,2.0,83.0,32739.0,183
3,3,2.0,84.0,50139.0,183
3,3,2.0,85.0,47289.0,183
3,3,2.0,86.0,58537.0,183
3,3,2.0,87.0,43140.0,183
3,3,2.0,88.0,58137.0,183
3,3,2.0,89.0,51823.0,183
3,3,2.0,90.0,53086.0,183
3,3,2.0,91.0,41748.0,183
3,3,2.0,92.0,50018.0,183
3,3,2.0,93.0,35875.0,183
3,3,2.0,94.0,44290.0,183
3,3,2.0,95.0,49557.0,183
3,3,2.0,96.0,34497.0,183
3,3,2.0,97.0,53459.0,183
3,3,2.0,98.0,44424.0,183
3,3,2.0,99.0,39703.0,183
3,3,2.0,100.0,44062.0,183
3,3,3.0,1.0,80997.0,183
3,3,3.0,2.0,76370.0,183
3,3,3.0,3.0,57417.0,183
3,3,3.0,4.0,63097.0,183
3,3,3.0,5.0,76187.0,183
3,3,3.0,6.0,78969.0,183
3,3,3.0,7.0,47280.0,183
3,3,3.0,8.0,56506.0,183
3,3,3.0,9.0,57910.0,183
3,3,3.0,10.0,53374.0,183
3,3,3.0,11.0,52015.0,183
3,3,3.0,12.0,49856.0,183
3,3,3.0,13.0,83230.0,183
3,3,3.0,14.0,81895.0,183
3,3,3.0,15.0,61407.0,183
3,3,3.0,16.0,77571.0,183
3,3,3.0,17.0,95397.0,183
3,3,3.0,18.0,76993.0,183
3,3,3.0,19.0,57658.0,183
3,3,3.0,20.0,59326.0,183
3,3,3.0,21.0,48296.0,183
3,3,3.0,22.0,58750.0,183
3,3,3.0,23.0,76087.0,183
3,3,3.0,24.0,94460.0,183
3,3,3.0,25.0,86321.0,183
3,3,3.0,26.0,68850.0,183
3,3,3.0,27.0,91568.0,183
3,3,3.0,28.0,55563.0,183
3,3,3.0,29.0,68572.0,183
3,3,3.0,30.0,53494.0,183
3,3,3.0,31.0,58548.0,183
3,3,3.0,32.0,58147.0,183
3,3,3.0,33.0,46649.0,183
3,3,3.0,34.0,71118.0,183
3,3,3.0,35.0,45170.0,183
3,3,3.0,36.0,70010.0,183
3,3,3.0,37.0,63950.0,183
3,3,3.0,38.0,69988.0,183
3,3,3.0,39.0,49388.0,183
3,3,3.0,40.0,70436.0,183
3,3,3.0,41.0,60909.0,183
3,3,3.0,42.0,96652.0,183
3,3,3.0,43.0,59401.0,183
3,3,3.0,44.0,76946.0,183
3,3,3.0,45.0,47156.0,183
3,3,3.0,46.0,71822.0,183
3,3,3.0,47.0,72461.0,183
3,3,3.0,48.0,68212.0,183
3,3,3.0,49.0,82709.0,183
3,3,3.0,50.0,60612.0,183
3,3,3.0,51.0,52069.0,183
3,3,3.0,52.0,48077.0,183
3,3,3.0,53.0,60361.0,183
3,3,3.0,54.0,66378.0,183
3,3,3.0,55.0,45114.0,183
3,3,3.0,56.0,63473.0,183
3,3,3.0,57.0,62337.0,183
3,3,3.0,58.0,48867.0,183
3,3,3.0,59.0,48169.0,183
3,3,3.0,60.0,56417.0,183
3,3,3.0,61.0,61935.0,183
3,3,3.0,62.0,63678.0,183
3,3,3.0,63.0,68093.0,183
3,3,3.0,64.0,79703.0,183
3,3,3.0,65.0,62766.0,183
3,3,3.0,66.0,51666.0,183
3,3,3.0,67.0,77552.0,183
3,3,3.0,68.0,65365.0,183
3,3,3.0,69.0,60902.0,183
3,3,3.0,70.0,74261.0,183
3,3,3.0,71.0,66742.0,183
3,3,3.0,72.0,86369.0,183
3,3,3.0,73.0,75613.0,183
3,3,3.0,74.0,64343.0,183
3,3,3.0,75.0,70008.0,183
3,3,3.0,76.0,52121.0,183
3,3,3.0,77.0,64152.0,183
3,3,3.0,78.0,80634.0,183
3,3,3.0,79.0,62322.0,183
3,3,3.0,80.0,49572.0,183
3,3,3.0,81.0,55335.0,183
3,3,3.0,82.0,72329.0,183
3,3,3.0,83.0,58830.0,183
3,3,3.0,84.0,60658.0,183
3,3,3.0,85.0,76417.0,183
3,3,3.0,86.0,76939.0,183
3,3,3.0,87.0,57114.0,183
3,3,3.0,88.0,85548.0,183
3,3,3.0,89.0,59252.0,183
3,3,3.0,90.0,80608.0,183
3,3,3.0,91.0,60358.0,183
3,3,3.0,92.0,76539.0,183
3,3,3.0,93.0,61680.0,183
3,3,3.0,94.0,66725.0,183
3,3,3.0,95.0,85129.0,183
3,3,3.0,96.0,53800.0,183
3,3,3.0,97.0,81786.0,183
3,3,3.0,98.0,63518.0,183
3,3,3.0,99.0,55322.0,183
3,3,3.0,100.0,80201.0,183
3,3,4.0,1.0,143038.0,183
3,3,4.0,2.0,104578.0,183
3,3,4.0,3.0,94998.0,183
3,3,4.0,4.0,117681.0,183
3,3,4.0,5.0,99460.0,183
3,3,4.0,6.0,112417.0,183
3,3,4.0,7.0,53940.0,183
3,3,4.0,8.0,75875.0,183
3,3,4.0,9.0,68781.0,183
3,3,4.0,10.0,92522.0,183
3,3,4.0,11.0,74058.0,183
3,3,4.0,12.0,85730.0,183
3,3,4.0,13.0,125589.0,183
3,3,4.0,14.0,121657.0,183
3,3,4.0,15.0,91593.0,183
3,3,4.0,16.0,121514.0,183
3,3,4.0,17.0,109219.0,183
3,3,4.0,18.0,104429.0,183
3,3,4.0,19.0,68467.0,183
3,3,4.0,20.0,69493.0,183
3,3,4.0,21.0,73423.0,183
3,3,4.0,22.0,81478.0,183
3,3,4.0,23.0,118807.0,183
3,3,4.0,24.0,137909.0,183
3,3,4.0,25.0,138157.0,183
3,3,4.0,26.0,112644.0,183
3,3,4.0,27.0,140607.0,183
3,3,4.0,28.0,65161.0,183
3,3,4.0,29.0,90246.0,183
3,3,4.0,30.0,78847.0,183
3,3,4.0,31.0,81818.0,183
3,3,4.0,32.0,72670.0,183
3,3,4.0,33.0,62253.0,183
3,3,4.0,34.0,108289.0,183
3,3,4.0,35.0,49745.0,183
3,3,4.0,36.0,85934.0,183
3,3,4.0,37.0,105818.0,183
3,3,4.0,38.0,97930.0,183
3,3,4.0,39.0,67974.0,183
3,3,4.0,40.0,94095.0,183
3,3,4.0,41.0,78223.0,183
3,3,4.0,42.0,133741.0,183
3,3,4.0,43.0,75293.0,183
3,3,4.0,44.0,112754.0,183
3,3,4.0,45.0,52780.0,183
3,3,4.0,46.0,124490.0,183
3,3,4.0,47.0,110030.0,183
3,3,4.0,48.0,94078.0,183
3,3,4.0,49.0,96563.0,183
3,3,4.0,50.0,99817.0,183
3,3,4.0,51.0,98933.0,183
3,3,4.0,52.0,61430.0,183
3,3,4.0,53.0,95395.0,183
3,3,4.0,54.0,94077.0,183
3,3,4.0,55.0,64981.0,183
3,3,4.0,56.0,96355.0,183
3,3,4.0,57.0,81246.0,183
3,3,4.0,58.0,63152.0,183
3,3,4.0,59.0,84365.0,183
3,3,4.0,60.0,96572.0,183
3,3,4.0,61.0,80540.0,183
3,3,4.0,62.0,100344.0,183
3,3,4.0,63.0,113378.0,183
3,3,4.0,64.0,99530.0,183
3,3,4.0,65.0,71237.0,183
3,3,4.0,66.0,57426.0,183
3,3,4.0,67.0,109969.0,183
3,3,4.0,68.0,108742.0,183
3,3,4.0,69.0,108327.0,183
3,3,4.0,70.0,106096.0,183
3,3,4.0,71.0,102890.0,183
3,3,4.0,72.0,136830.0,183
3,3,4.0,73.0,107794.0,183
3,3,4.0,74.0,94341.0,183
3,3,4.0,75.0,102152.0,183
3,3,4.0,76.0,77627.0,183
3,3,4.0,77.0,86333.0,183
3,3,4.0,78.0,105285.0,183
3,3,4.0,79.0,101158.0,183
3,3,4.0,80.0,60106.0,183
3,3,4.0,81.0,64639.0,183
3,3,4.0,82.0,83914.0,183
3,3,4.0,83.0,56394.0,183
3,3,4.0,84.0,95296.0,183
3,3,4.0,85.0,130790.0,183
3,3,4.0,86.0,119312.0,183
3,3,4.0,87.0,55019.0,183
3,3,4.0,88.0,106168.0,183
3,3,4.0,89.0,111423.0,183
3,3,4.0,90.0,121537.0,183
3,3,4.0,91.0,112680.0,183
3,3,4.0,92.0,140585.0,183
3,3,4.0,93.0,96540.0,183
3,3,4.0,94.0,107897.0,183
3,3,4.0,95.0,128882.0,183
3,3,4.0,96.0,49538.0,183
3,3,4.0,97.0,127965.0,183
3,3,4.0,98.0,112790.0,183
3,3,4.0,99.0,94515.0,183
3,3,4.0,100.0,122986.0,183
3,3,5.0,1.0,138992.0,183
3,3,5.0,2.0,103081.0,183
3,3,5.0,3.0,88493.0,183
3,3,5.0,4.0,126138.0,183
3,3,5.0,5.0,129106.0,183
3,3,5.0,6.0,123491.0,183
3,3,5.0,7.0,44198.0,183
3,3,5.0,8.0,60619.0,183
3,3,5.0,9.0,74278.0,183
3,3,5.0,10.0,85718.0,183
3,3,5.0,11.0,62936.0,183
3,3,5.0,12.0,86454.0,183
3,3,5.0,13.0,159689.0,183
3,3,5.0,14.0,130290.0,183
3,3,5.0,15.0,93464.0,183
3,3,5.0,16.0,104703.0,183
3,3,5.0,17.0,156426.0,183
3,3,5.0,18.0,100420.0,183
3,3,5.0,19.0,61195.0,183
3,3,5.0,20.0,71092.0,183
3,3,5.0,21.0,75755.0,183
3,3,5.0,22.0,88998.0,183
3,3,5.0,23.0,134023.0,183
3,3,5.0,24.0,131842.0,183
3,3,5.0,25.0,151542.0,183
3,3,5.0,26.0,94036.0,183
3,3,5.0,27.0,135871.0,183
3,3,5.0,28.0,74623.0,183
3,3,5.0,29.0,124323.0,183
3,3,5.0,30.0,97001.0,183
3,3,5.0,31.0,73951.0,183
3,3,5.0,32.0,92073.0,183
3,3,5.0,33.0,52747.0,183
3,3,5.0,34.0,134505.0,183
3,3,5.0,35.0,58505.0,183
3,3,5.0,36.0,106152.0,183
3,3,5.0,37.0,104564.0,183
3,3,5.0,38.0,106782.0,183
3,3,5.0,39.0,61650.0,183
3,3,5.0,40.0,134814.0,183
3,3,5.0,41.0,75549.0,183
3,3,5.0,42.0,138391.0,183
3,3,5.0,43.0,83149.0,183
3,3,5.0,44.0,120963.0,183
3,3,5.0,45.0,49152.0,183
3,3,5.0,46.0,152218.0,183
3,3,5.0,47.0,153701.0,183
3,3,5.0,48.0,83165.0,183
3,3,5.0,49.0,97518.0,183
3,3,5.0,50.0,81832.0,183
3,3,5.0,51.0,99798.0,183
3,3,5.0,52.0,62776.0,183
3,3,5.0,53.0,92403.0,183
3,3,5.0,54.0,87132.0,183
3,3,5.0,55.0,67506.0,183
3,3,5.0,56.0,116444.0,183
3,3,5.0,57.0,98954.0,183
3,3,5.0,58.0,76701.0,183
3,3,5.0,59.0,71735.0,183
3,3,5.0,60.0,83627.0,183
3,3,5.0,61.0,69322.0,183
3,3,5.0,62.0,122993.0,183
3,3,5.0,63.0,122882.0,183
3,3,5.0,64.0,130407.0,183
3,3,5.0,65.0,72878.0,183
3,3,5.0,66.0,66726.0,183
3,3,5.0,67.0,155470.0,183
3,3,5.0,68.0,115540.0,183
3,3,5.0,69.0,114351.0,183
3,3,5.0,70.0,100176.0,183
3,3,5.0,71.0,90459.0,183
3,3,5.0,72.0,127607.0,183
3,3,5.0,73.0,113212.0,183
3,3,5.0,74.0,119399.0,183
3,3,5.0,75.0,128338.0,183
3,3,5.0,76.0,70109.0,183
3,3,5.0,77.0,73938.0,183
3,3,5.0,78.0,130112.0,183
3,3,5.0,79.0,130470.0,183
3,3,5.0,80.0,50715.0,183
3,3,5.0,81.0,71817.0,183
3,3,5.0,82.0,112643.0,183
3,3,5.0,83.0,59759.0,183
3,3,5.0,84.0,108165.0,183
3,3,5.0,85.0,120399.0,183
3,3,5.0,86.0,120059.0,183
3,3,5.0,87.0,65979.0,183
3,3,5.0,88.0,123030.0,183
3,3,5.0,89.0,108835.0,183
3,3,5.0,90.0,148511.0,183
3,3,5.0,91.0,113414.0,183
3,3,5.0,92.0,173132.0,183
3,3,5.0,93.0,71571.0,183
3,3,5.0,94.0,100369.0,183
3,3,5.0,95.0,112483.0,183
3,3,5.0,96.0,58730.0,183
3,3,5.0,97.0,152708.0,183
3,3,5.0,98.0,95230.0,183
3,3,5.0,99.0,98824.0,183
3,3,5.0,100.0,109280.0,183
3,3,6.0,1.0,172942.0,183
3,3,6.0,2.0,132544.0,183
3,3,6.0,3.0,111644.0,183
3,3,6.0,4.0,141867.0,183
3,3,6.0,5.0,126741.0,183
3,3,6.0,6.0,190042.0,183
3,3,6.0,7.0,53699.0,183
3,3,6.0,8.0,72601.0,183
3,3,6.0,9.0,96475.0,183
3,3,6.0,10.0,112466.0,183
3,3,6.0,11.0,92073.0,183
3,3,6.0,12.0,97767.0,183
3,3,6.0,13.0,206058.0,183
3,3,6.0,14.0,169252.0,183
3,3,6.0,15.0,91644.0,183
3,3,6.0,16.0,174945.0,183
3,3,6.0,17.0,191843.0,183
3,3,6.0,18.0,146607.0,183
3,3,6.0,19.0,76133.0,183
3,3,6.0,20.0,81306.0,183
3,3,6.0,21.0,89139.0,183
3,3,6.0,22.0,110457.0,183
3,3,6.0,23.0,160105.0,183
3,3,6.0,24.0,202121.0,183
3,3,6.0,25.0,182620.0,183
3,3,6.0,26.0,129784.0,183
3,3,6.0,27.0,173866.0,183
3,3,6.0,28.0,82080.0,183
3,3,6.0,29.0,149027.0,183
3,3,6.0,30.0,126160.0,183
3,3,6.0,31.0,96417.0,183
3,3,6.0,32.0,122341.0,183
3,3,6.0,33.0,62621.0,183
3,3,6.0,34.0,186347.0,183
3,3,6.0,35.0,49889.0,183
3,3,6.0,36.0,174709.0,183
3,3,6.0,37.0,120151.0,183
3,3,6.0,38.0,160440.0,183
3,3,6.0,39.0,72996.0,183
3,3,6.0,40.0,145291.0,183
3,3,6.0,41.0,101777.0,183
3,3,6.0,42.0,198757.0,183
3,3,6.0,43.0,117826.0,183
3,3,6.0,44.0,173999.0,183
3,3,6.0,45.0,75990.0,183
3,3,6.0,46.0,204065.0,183
3,3,6.0,47.0,214758.0,183
3,3,6.0,48.0,113868.0,183
3,3,6.0,49.0,165124.0,183
3,3,6.0,50.0,133266.0,183
3,3,6.0,51.0,130689.0,183
3,3,6.0,52.0,57856.0,183
3,3,6.0,53.0,125362.0,183
3,3,6.0,54.0,110449.0,183
3,3,6.0,55.0,98546.0,183
3,3,6.0,56.0,138800.0,183
3,3,6.0,57.0,118699.0,183
3,3,6.0,58.0,82046.0,183
3,3,6.0,59.0,101398.0,183
3,3,6.0,60.0,121317.0,183
3,3,6.0,61.0,79972.0,183
3,3,6.0,62.0,157452.0,183
3,3,6.0,63.0,206183.0,183
3,3,6.0,64.0,201208.0,183
3,3,6.0,65.0,112048.0,183
3,3,6.0,66.0,77103.0,183
3,3,6.0,67.0,220963.0,183
3,3,6.0,68.0,176730.0,183
3,3,6.0,69.0,170166.0,183
3,3,6.0,70.0,159038.0,183
3,3,6.0,71.0,145263.0,183
3,3,6.0,72.0,186865.0,183
3,3,6.0,73.0,133707.0,183
3,3,6.0,74.0,154769.0,183
3,3,6.0,75.0,131611.0,183
3,3,6.0,76.0,84114.0,183
3,3,6.0,77.0,85289.0,183
3,3,6.0,78.0,202868.0,183
3,3,6.0,79.0,156419.0,183
3,3,6.0,80.0,55398.0,183
3,3,6.0,81.0,69553.0,183
3,3,6.0,82.0,146289.0,183
3,3,6.0,83.0,69393.0,183
3,3,6.0,84.0,150988.0,183
3,3,6.0,85.0,174836.0,183
3,3,6.0,86.0,188307.0,183
3,3,6.0,87.0,62728.0,183
3,3,6.0,88.0,153525.0,183
3,3,6.0,89.0,148653.0,183
3,3,6.0,90.0,202097.0,183
3,3,6.0,91.0,139942.0,183
3,3,6.0,92.0,218284.0,183
3,3,6.0,93.0,98793.0,183
3,3,6.0,94.0,150042.0,183
3,3,6.0,95.0,156698.0,183
3,3,6.0,96.0,62143.0,183
3,3,6.0,97.0,177215.0,183
3,3,6.0,98.0,131784.0,183
3,3,6.0,99.0,120630.0,183
3,3,6.0,100.0,154521.0,183
3,3,7.0,1.0,255256.0,183
3,3,7.0,2.0,171519.0,183
3,3,7.0,3.0,162391.0,183
3,3,7.0,4.0,245899.0,183
3,3,7.0,5.0,175753.0,183
3,3,7.0,6.0,268941.0,183
3,3,7.0,7.0,44981.0,183
3,3,7.0,8.0,80478.0,183
3,3,7.0,9.0,111552.0,183
3,3,7.0,10.0,130287.0,183
3,3,7.0,11.0,96244.0,183
3,3,7.0,12.0,130691.0,183
3,3,7.0,13.0,241583.0,183
3,3,7.0,14.0,235087.0,183
3,3,7.0,15.0,112880.0,183
3,3,7.0,16.0,192172.0,183
3,3,7.0,17.0,214825.0,183
3,3,7.0,18.0,186047.0,183
3,3,7.0,19.0,74800.0,183
3,3,7.0,20.0,96378.0,183
3,3,7.0,21.0,83498.0,183
3,3,7.0,22.0,130253.0,183
3,3,7.0,23.0,225089.0,183
3,3,7.0,24.0,281203.0,183
3,3,7.0,25.0,226975.0,183
3,3,7.0,26.0,172890.0,183
3,3,7.0,27.0,246007.0,183
3,3,7.0,28.0,91277.0,183
3,3,7.0,29.0,196051.0,183
3,3,7.0,30.0,161940.0,183
3,3,7.0,31.0,119599.0,183
3,3,7.0,32.0,145287.0,183
3,3,7.0,33.0,63338.0,183
3,3,7.0,34.0,230190.0,183
3,3,7.0,35.0,60604.0,183
3,3,7.0,36.0,189439.0,183
3,3,7.0,37.0,152633.0,183
3,3,7.0,38.0,155568.0,183
3,3,7.0,39.0,92386.0,183
3,3,7.0,40.0,236767.0,183
3,3,7.0,41.0,140943.0,183
3,3,7.0,42.0,302228.0,183
3,3,7.0,43.0,118427.0,183
3,3,7.0,44.0,190268.0,183
3,3,7.0,45.0,69800.0,183
3,3,7.0,46.0,283813.0,183
3,3,7.0,47.0,280514.0,183
3,3,7.0,48.0,130716.0,183
3,3,7.0,49.0,219418.0,183
3,3,7.0,50.0,126221.0,183
3,3,7.0,51.0,129287.0,183
3,3,7.0,52.0,57918.0,183
3,3,7.0,53.0,170841.0,183
3,3,7.0,54.0,164573.0,183
3,3,7.0,55.0,83317.0,183
3,3,7.0,56.0,236284.0,183
3,3,7.0,57.0,114005.0,183
3,3,7.0,58.0,87762.0,183
3,3,7.0,59.0,109837.0,183
3,3,7.0,60.0,146033.0,183
3,3,7.0,61.0,130056.0,183
3,3,7.0,62.0,198815.0,183
3,3,7.0,63.0,193881.0,183
3,3,7.0,64.0,238937.0,183
3,3,7.0,65.0,109504.0,183
3,3,7.0,66.0,70505.0,183
3,3,7.0,67.0,220152.0,183
3,3,7.0,68.0,218339.0,183
3,3,7.0,69.0,230156.0,183
3,3,7.0,70.0,188164.0,183
3,3,7.0,71.0,185918.0,183
3,3,7.0,72.0,254143.0,183
3,3,7.0,73.0,180128.0,183
3,3,7.0,74.0,186641.0,183
3,3,7.0,75.0,181036.0,183
3,3,7.0,76.0,84589.0,183
3,3,7.0,77.0,111323.0,183
3,3,7.0,78.0,266804.0,183
3,3,7.0,79.0,230629.0,183
3,3,7.0,80.0,52921.0,183
3,3,7.0,81.0,83799.0,183
3,3,7.0,82.0,164233.0,183
3,3,7.0,83.0,86909.0,183
3,3,7.0,84.0,174203.0,183
3,3,7.0,85.0,258010.0,183
3,3,7.0,86.0,227728.0,183
3,3,7.0,87.0,73413.0,183
3,3,7.0,88.0,218301.0,183
3,3,7.0,89.0,210110.0,183
3,3,7.0,90.0,222413.0,183
3,3,7.0,91.0,166254.0,183
3,3,7.0,92.0,273123.0,183
3,3,7.0,93.0,113474.0,183
3,3,7.0,94.0,163830.0,183
3,3,7.0,95.0,199435.0,183
3,3,7.0,96.0,66529.0,183
3,3,7.0,97.0,233360.0,183
3,3,7.0,98.0,208425.0,183
3,3,7.0,99.0,145287.0,183
3,3,7.0,100.0,180068.0,183
3,3,8.0,1.0,256274.0,183
3,3,8.0,2.0,181065.0,183
3,3,8.0,3.0,117634.0,183
3,3,8.0,4.0,221324.0,183
3,3,8.0,5.0,232770.0,183
3,3,8.0,6.0,228511.0,183
3,3,8.0,7.0,40488.0,183
3,3,8.0,8.0,58552.0,183
3,3,8.0,9.0,90642.0,183
3,3,8.0,10.0,118929.0,183
3,3,8.0,11.0,83054.0,183
3,3,8.0,12.0,122818.0,183
3,3,8.0,13.0,262233.0,183
3,3,8.0,14.0,284951.0,183
3,3,8.0,15.0,103949.0,183
3,3,8.0,16.0,184206.0,183
3,3,8.0,17.0,307948.0,183
3,3,8.0,18.0,190129.0,183
3,3,8.0,19.0,68511.0,183
3,3,8.0,20.0,72704.0,183
3,3,8.0,21.0,90976.0,183
3,3,8.0,22.0,153694.0,183
3,3,8.0,23.0,239441.0,183
3,3,8.0,24.0,314459.0,183
3,3,8.0,25.0,269862.0,183
3,3,8.0,26.0,230538.0,183
3,3,8.0,27.0,298104.0,183
3,3,8.0,28.0,77379.0,183
3,3,8.0,29.0,192315.0,183
3,3,8.0,30.0,173261.0,183
3,3,8.0,31.0,122781.0,183
3,3,8.0,32.0,129223.0,183
3,3,8.0,33.0,59223.0,183
3,3,8.0,34.0,278037.0,183
3,3,8.0,35.0,40428.0,183
3,3,8.0,36.0,232796.0,183
3,3,8.0,37.0,174086.0,183
3,3,8.0,38.0,190274.0,183
3,3,8.0,39.0,76014.0,183
3,3,8.0,40.0,206916.0,183
3,3,8.0,41.0,144882.0,183
3,3,8.0,42.0,298831.0,183
3,3,8.0,43.0,142963.0,183
3,3,8.0,44.0,254268.0,183
3,3,8.0,45.0,50945.0,183
3,3,8.0,46.0,255373.0,183
3,3,8.0,47.0,237623.0,183
3,3,8.0,48.0,162740.0,183
3,3,8.0,49.0,182921.0,183
3,3,8.0,50.0,171289.0,183
3,3,8.0,51.0,136948.0,183
3,3,8.0,52.0,39887.0,183
3,3,8.0,53.0,177429.0,183
3,3,8.0,54.0,180302.0,183
3,3,8.0,55.0,91790.0,183
3,3,8.0,56.0,195729.0,183
3,3,8.0,57.0,117763.0,183
3,3,8.0,58.0,83843.0,183
3,3,8.0,59.0,90207.0,183
3,3,8.0,60.0,115704.0,183
3,3,8.0,61.0,110390.0,183
3,3,8.0,62.0,208657.0,183
3,3,8.0,63.0,211498.0,183
3,3,8.0,64.0,250865.0,183
3,3,8.0,65.0,108704.0,183
3,3,8.0,66.0,77421.0,183
3,3,8.0,67.0,254508.0,183
3,3,8.0,68.0,251547.0,183
3,3,8.0,69.0,221896.0,183
3,3,8.0,70.0,192015.0,183
3,3,8.0,71.0,177979.0,183
3,3,8.0,72.0,327383.0,183
3,3,8.0,73.0,166050.0,183
3,3,8.0,74.0,208211.0,183
3,3,8.0,75.0,185733.0,183
3,3,8.0,76.0,69059.0,183
3,3,8.0,77.0,106305.0,183
3,3,8.0,78.0,289702.0,183
3,3,8.0,79.0,233210.0,183
3,3,8.0,80.0,34226.0,183
3,3,8.0,81.0,80701.0,183
3,3,8.0,82.0,183035.0,183
3,3,8.0,83.0,63892.0,183
3,3,8.0,84.0,249762.0,183
3,3,8.0,85.0,258222.0,183
3,3,8.0,86.0,262750.0,183
3,3,8.0,87.0,44575.0,183
3,3,8.0,88.0,219939.0,183
3,3,8.0,89.0,218593.0,183
3,3,8.0,90.0,248904.0,183
3,3,8.0,91.0,175396.0,183
3,3,8.0,92.0,272453.0,183
3,3,8.0,93.0,137618.0,183
3,3,8.0,94.0,152110.0,183
3,3,8.0,95.0,284525.0,183
3,3,8.0,96.0,36658.0,183
3,3,8.0,97.0,257100.0,183
3,3,8.0,98.0,201405.0,183
3,3,8.0,99.0,132081.0,183
3,3,8.0,100.0,210760.0,183
3,3,9.0,1.0,347977.0,183
3,3,9.0,2.0,178949.0,183
3,3,9.0,3.0,175155.0,183
3,3,9.0,4.0,274855.0,183
3,3,9.0,5.0,238102.0,183
3,3,9.0,6.0,310291.0,183
3,3,9.0,7.0,30139.0,183
3,3,9.0,8.0,64168.0,183
3,3,9.0,9.0,113122.0,183
3,3,9.0,10.0,119126.0,183
3,3,9.0,11.0,80423.0,183
3,3,9.0,12.0,117232.0,183
3,3,9.0,13.0,426322.0,183
3,3,9.0,14.0,291778.0,183
3,3,9.0,15.0,130816.0,183
3,3,9.0,16.0,263622.0,183
3,3,9.0,17.0,347953.0,183
3,3,9.0,18.0,241198.0,183
3,3,9.0,19.0,62275.0,183
3,3,9.0,20.0,80047.0,183
3,3,9.0,21.0,95071.0,183
3,3,9.0,22.0,180495.0,183
3,3,9.0,23.0,270495.0,183
3,3,9.0,24.0,416636.0,183
3,3,9.0,25.0,407770.0,183
3,3,9.0,26.0,214210.0,183
3,3,9.0,27.0,328400.0,183
3,3,9.0,28.0,87978.0,183
3,3,9.0,29.0,225293.0,183
3,3,9.0,30.0,146155.0,183
3,3,9.0,31.0,141296.0,183
3,3,9.0,32.0,134463.0,183
3,3,9.0,33.0,65794.0,183
3,3,9.0,34.0,323532.0,183
3,3,9.0,35.0,25243.0,183
3,3,9.0,36.0,209369.0,183
3,3,9.0,37.0,183611.0,183
3,3,9.0,38.0,238204.0,183
3,3,9.0,39.0,87140.0,183
3,3,9.0,40.0,233327.0,183
3,3,9.0,41.0,142853.0,183
3,3,9.0,42.0,435772.0,183
3,3,9.0,43.0,151200.0,183
3,3,9.0,44.0,280237.0,183
3,3,9.0,45.0,50855.0,183
3,3,9.0,46.0,311696.0,183
3,3,9.0,47.0,370025.0,183
3,3,9.0,48.0,167043.0,183
3,3,9.0,49.0,278472.0,183
3,3,9.0,50.0,170320.0,183
3,3,9.0,51.0,181982.0,183
3,3,9.0,52.0,32742.0,183
3,3,9.0,53.0,167952.0,183
3,3,9.0,54.0,180367.0,183
3,3,9.0,55.0,108805.0,183
3,3,9.0,56.0,298985.0,183
3,3,9.0,57.0,123650.0,183
3,3,9.0,58.0,63956.0,183
3,3,9.0,59.0,98941.0,183
3,3,9.0,60.0,120248.0,183
3,3,9.0,61.0,107734.0,183
3,3,9.0,62.0,274603.0,183
3,3,9.0,63.0,283171.0,183
3,3,9.0,64.0,312731.0,183
3,3,9.0,65.0,148202.0,183
3,3,9.0,66.0,49626.0,183
3,3,9.0,67.0,342657.0,183
3,3,9.0,68.0,275534.0,183
3,3,9.0,69.0,233437.0,183
3,3,9.0,70.0,269421.0,183
3,3,9.0,71.0,216902.0,183
3,3,9.0,72.0,349906.0,183
3,3,9.0,73.0,234746.0,183
3,3,9.0,74.0,196628.0,183
3,3,9.0,75.0,260467.0,183
3,3,9.0,76.0,79577.0,183
3,3,9.0,77.0,89761.0,183
3,3,9.0,78.0,344375.0,183
3,3,9.0,79.0,296695.0,183
3,3,9.0,80.0,22400.0,183
