"Candidates","Customers","DistanceCandidateCustomer"
149,220,219.21
149,221,182.33
149,222,187.22
149,223,185.81
149,224,170.76
149,225,183.07
149,226,187.45
149,227,191.78
149,228,199.34
149,229,203.74
149,230,207.98
149,231,210.86
149,232,217.72
149,233,207.54
149,234,196.47
149,235,223.64
149,236,187.6
149,237,185.95
149,238,205.23
149,239,235.69
149,240,224.03
149,241,163.52
149,242,28.09
149,243,32.59
149,244,24.86
149,245,27.06
149,246,34.77
149,247,45.76
149,248,41.37
149,249,39.38
149,250,37.29
149,251,38.24
149,252,35.22
149,253,35.58
149,254,33.06
149,255,26.8
149,256,24.6
149,257,28.67
149,258,25.48
149,259,41.91
149,260,48.32
149,261,35.02
149,262,35.41
149,263,36.51
149,264,39.27
149,265,29.31
149,266,26.78
149,267,62.88
149,268,139.13
149,269,40.33
149,270,37.09
149,271,36.13
149,272,270.14
149,273,261.55
149,274,255.52
149,275,252.14
149,276,248.03
149,277,242.19
149,278,233.69
149,279,222.62
149,280,216.61
149,281,259.01
149,282,269.53
149,283,264.71
149,284,276.37
149,285,323.93
149,286,339.99
149,287,337.24
149,288,57.9
149,289,55.83
149,290,51.42
149,291,44.57
149,292,52.85
149,293,59.57
149,294,61.35
149,295,64.23
149,296,72.12
149,297,77.8
149,298,39.5
149,299,35.3
149,300,42.72
149,301,54.27
149,302,60.52
149,303,71.36
149,304,10.74
149,305,13.16
149,306,10.22
149,307,8.15
149,308,6.03
149,309,11.42
149,310,16.47
149,311,17.5
149,312,13.83
149,313,14.84
149,314,23.42
149,315,36.51
149,316,13.23
149,317,14.65
149,318,14.53
149,319,11.73
149,320,17.33
149,321,19.18
149,322,17.65
149,323,17.75
149,324,19.75
149,325,18.25
149,326,19.78
149,327,22.98
149,328,23.19
149,329,25.07
149,330,28.39
149,331,30.84
149,332,38.05
149,333,36.16
149,334,32.18
149,335,96.75
149,336,89.31
149,337,82.89
149,338,38.32
149,339,59.38
149,340,61.66
149,341,58.05
149,342,67.16
149,343,141.4
149,344,110.27
149,345,94.17
149,346,92.99
149,347,72.28
149,348,77.21
149,349,102.67
149,350,90.02
149,351,71.77
149,352,97.63
149,353,110.07
149,354,127.52
149,355,158.18
149,356,150.43
149,357,150.69
149,358,143.13
149,359,142.28
149,360,161.91
149,361,155.38
149,362,154.02
149,363,153.23
149,364,140.21
149,365,155.12
149,366,156.53
149,367,145.08
149,368,141.9
149,369,177.32
149,370,171.94
149,371,154.68
149,372,160.72
149,373,161.28
149,374,147.35
149,375,143.8
149,376,155.86
149,377,158.8
149,378,154.17
149,379,177.62
149,380,167.48
149,381,149.56
149,382,131.54
149,383,57.95
149,384,59.74
149,385,44.62
149,386,40.12
149,387,43.26
149,388,48.87
149,389,47.4
149,390,69.73
149,391,77.7
149,392,74.44
149,393,79.05
149,394,79
149,395,73.11
149,396,71.87
149,397,73.6
149,398,84
149,399,95.62
149,400,91.04
149,401,111.74
149,402,122.84
149,403,127.16
149,404,138.82
149,405,144.28
149,406,143.35
149,407,147.99
149,408,151.94
149,409,144.62
149,410,124.26
149,411,143.32
149,412,111.61
149,413,122.76
149,414,143.44
149,415,131.71
149,416,127.09
149,417,143.74
149,418,146.96
149,419,151.24
149,420,154.24
149,421,151.42
149,422,208.93
149,423,225.34
149,424,95.86
149,425,102.54
149,426,72.6
149,427,66.73
149,428,75.05
149,429,73.96
149,430,85.54
149,431,78.31
149,432,69.27
149,433,88.57
149,434,81.43
149,435,78.9
149,436,91.4
149,437,88.74
149,438,78.52
149,439,91.07
149,440,100.87
150,1,141.26
150,2,141.82
150,3,138.4
150,4,139.99
150,5,140.96
150,6,142.58
150,7,143.27
150,8,147.74
150,9,146.33
150,10,147.44
150,11,143.69
150,12,142.91
150,13,114.53
150,14,133.67
150,15,144.39
150,16,147.07
150,17,138.56
150,18,116.66
150,19,130.88
150,20,143.79
150,21,172.39
150,22,128.81
150,23,164.72
150,24,176.06
150,25,186.69
150,26,185.42
150,27,190.92
150,28,155.84
150,29,166.06
150,30,174.36
150,31,177.87
150,32,190.03
150,33,202.85
150,34,77.87
150,35,75.63
150,36,77
150,37,79.05
150,38,82.3
150,39,71.07
150,40,89.15
150,41,91.39
150,42,104.8
150,43,113.45
150,44,95.54
150,45,75.33
150,46,73.34
150,47,58.87
150,48,47.03
150,49,86.55
150,50,98.38
150,51,92.52
150,52,100.1
150,53,92.25
150,54,53.72
150,55,69.64
150,56,78.71
150,57,88.31
150,58,87.02
150,59,42.62
150,60,42.49
150,61,42.41
150,62,41.15
150,63,43.39
150,64,44.9
150,65,44.25
150,66,43.37
150,67,45.16
150,68,43.36
150,69,39.24
150,70,39.39
150,71,41.26
150,72,38.95
150,73,51
150,74,45.85
150,75,45.23
150,76,45.71
150,77,46.78
150,78,44.37
150,79,50.39
150,80,48.24
150,81,51.58
150,82,47.42
150,83,45.25
150,84,46.83
150,85,34.24
150,86,34.41
150,87,35.43
150,88,37.13
150,89,62.36
150,90,54.59
150,91,53.48
150,92,56.56
150,93,54.41
150,94,58.48
150,95,53.2
150,96,58.12
150,97,68.96
150,98,65.67
150,99,61.6
150,100,70.7
150,101,57.04
150,102,54.75
150,103,48.42
150,104,42.56
150,105,23.5
150,106,24.89
150,107,31.04
150,108,30.34
150,109,30.98
150,110,31.32
150,111,29
150,112,26.64
150,113,21.95
150,114,24.89
150,115,25.75
150,116,15.48
150,117,19.96
150,118,18.71
150,119,22.04
150,120,31.29
150,121,29.84
150,122,29.3
150,123,28.02
150,124,30.4
150,125,32
150,126,33.99
150,127,30.85
150,128,31.2
150,129,38.49
150,130,47.54
150,131,52.72
150,132,62.45
150,133,59.95
150,134,4.19
150,135,4.8
150,136,5.41
150,137,4.08
150,138,5.08
150,139,7.7
150,140,6.34
150,141,8.46
150,142,9.12
150,143,10.47
150,144,6.04
150,145,3.1
150,146,6
150,147,7.73
150,148,2.79
150,149,2.36
150,150,0
150,151,2.63
150,152,4.2
150,153,7.98
150,154,6.01
150,155,9.74
150,156,6.91
150,157,7.27
150,158,10.99
150,159,8.34
150,160,9.93
150,161,10.43
150,162,13.49
150,163,9.13
150,164,10.69
150,165,19.22
150,166,5.17
150,167,11.99
150,168,6.25
150,169,10.59
150,170,10.64
150,171,3.29
150,172,7.34
150,173,6.56
150,174,5.72
150,175,14.54
150,176,16.71
150,177,10.35
150,178,14.02
150,179,13.75
150,180,12.54
150,181,25.08
150,182,29.22
150,183,36.31
150,184,299.88
150,185,301.82
150,186,265.83
150,187,270.7
150,188,284.76
150,189,273.07
150,190,285.75
150,191,301.16
150,192,328.34
150,193,166.42
150,194,164.61
150,195,167.44
150,196,180.6
150,197,174.52
150,198,177.45
150,199,176.46
150,200,172.69
150,201,175.8
150,202,177.75
150,203,187.04
150,204,167.68
150,205,151.57
150,206,183.72
150,207,178.67
150,208,181.01
150,209,184.97
150,210,190.28
150,211,198.12
150,212,201.34
150,213,235.24
150,214,241.22
150,215,208.62
150,216,201.42
150,217,207.3
150,218,223.94
150,219,239.21
150,220,217.75
150,221,180.87
150,222,185.76
150,223,184.34
150,224,169.3
150,225,183.19
150,226,187.57
150,227,191.89
150,228,199.45
150,229,203.86
150,230,208.1
150,231,210.97
150,232,217.84
150,233,207.65
150,234,196.59
150,235,223.75
150,236,187.71
150,237,186.07
150,238,205.34
150,239,235.8
150,240,224.15
150,241,183.05
150,242,28.22
150,243,32.72
150,244,24.99
150,245,27.19
150,246,34.9
150,247,45.89
150,248,41.5
150,249,39.51
150,250,37.42
150,251,38.37
150,252,35.35
150,253,35.71
150,254,33.17
150,255,26.92
150,256,24.71
150,257,28.8
150,258,32.55
150,259,42.04
150,260,48.45
150,261,35.13
150,262,35.53
150,263,36.62
150,264,39.39
150,265,29.43
150,266,26.89
150,267,63.01
150,268,139.25
150,269,40.44
150,270,37.2
150,271,36.24
150,272,268.67
150,273,260.09
150,274,254.06
150,275,250.67
150,276,246.57
150,277,240.73
150,278,232.23
150,279,221.16
150,280,215.14
150,281,257.55
150,282,268.07
150,283,263.25
150,284,274.91
150,285,322.46
150,286,338.52
150,287,335.77
150,288,58.32
150,289,56.25
150,290,51.85
150,291,43.11
150,292,53.27
150,293,60
150,294,61.77
150,295,64.65
150,296,72.54
150,297,78.23
150,298,44.7
150,299,33.84
150,300,41.26
150,301,52.8
150,302,59.05
150,303,69.89
150,304,11.93
150,305,16.37
150,306,11.85
150,307,8.95
150,308,6.36
150,309,11.84
150,310,16.89
150,311,18.86
150,312,15.47
150,313,22.01
150,314,25.06
150,315,38.15
150,316,13.35
150,317,14.76
150,318,14.64
150,319,11.84
150,320,17.44
150,321,19.29
150,322,17.76
150,323,17.86
150,324,19.86
150,325,18.36
150,326,19.89
150,327,23.1
150,328,23.3
150,329,25.18
150,330,28.51
150,331,30.96
150,332,38.17
150,333,36.27
150,334,32.3
150,335,96.86
150,336,89.42
150,337,83
150,338,38.44
150,339,59.49
150,340,61.78
150,341,58.16
150,342,67.27
150,343,141.51
150,344,110.38
150,345,94.29
150,346,93.1
150,347,72.39
150,348,77.32
150,349,102.78
150,350,90.13
150,351,71.89
150,352,97.74
150,353,110.18
150,354,127.63
150,355,158.29
150,356,150.54
150,357,150.81
150,358,143.24
150,359,142.39
150,360,162.02
150,361,155.49
150,362,154.13
150,363,153.34
150,364,140.33
150,365,155.23
150,366,156.65
150,367,145.19
150,368,142.02
150,369,177.43
150,370,172.05
150,371,154.8
150,372,160.84
150,373,161.4
150,374,147.46
150,375,143.91
150,376,155.98
150,377,158.92
150,378,154.29
150,379,177.73
150,380,167.6
150,381,149.68
150,382,131.65
150,383,56.49
150,384,58.28
150,385,43.15
150,386,38.65
150,387,41.79
150,388,47.4
150,389,45.94
150,390,68.27
150,391,76.24
150,392,72.98
150,393,77.59
150,394,77.54
150,395,71.64
150,396,70.4
150,397,72.14
150,398,82.54
150,399,94.16
150,400,89.58
150,401,110.28
150,402,121.38
150,403,125.7
150,404,137.35
150,405,142.82
150,406,141.88
150,407,146.52
150,408,150.48
150,409,143.15
150,410,143.6
150,411,143.43
150,412,111.72
150,413,122.87
150,414,143.55
150,415,131.83
150,416,127.2
150,417,143.85
150,418,147.07
150,419,151.35
150,420,154.36
150,421,151.54
150,422,209.05
150,423,225.46
150,424,95.98
150,425,102.65
150,426,73.02
150,427,67.16
150,428,75.47
150,429,74.39
150,430,85.97
150,431,78.74
150,432,80.26
150,433,88.99
150,434,92.42
150,435,79.32
150,436,91.82
150,437,89.16
150,438,78.94
150,439,91.49
150,440,101.3
151,1,140.09
151,2,140.66
151,3,137.23
151,4,138.82
151,5,139.79
151,6,141.41
151,7,142.1
151,8,146.57
151,9,145.17
151,10,146.27
151,11,142.52
151,12,141.74
151,13,113.36
151,14,132.5
151,15,143.23
151,16,145.91
151,17,137.4
151,18,115.5
151,19,129.71
151,20,142.63
151,21,171.22
151,22,127.64
151,23,163.55
151,24,174.89
151,25,185.52
151,26,184.25
151,27,189.75
151,28,154.68
151,29,164.89
151,30,173.2
151,31,176.7
151,32,188.86
151,33,201.69
151,34,76.7
151,35,74.46
151,36,75.84
151,37,77.88
151,38,81.13
151,39,69.9
151,40,87.98
151,41,90.22
151,42,103.64
151,43,112.29
151,44,94.38
151,45,74.51
151,46,72.52
151,47,58.05
151,48,46.21
151,49,85.73
151,50,97.56
151,51,91.7
151,52,102.15
151,53,94.3
151,54,52.9
151,55,68.82
151,56,77.89
151,57,87.49
151,58,86.2
151,59,41.8
151,60,41.67
151,61,41.59
151,62,40.33
151,63,42.57
151,64,44.08
151,65,43.43
151,66,42.55
151,67,44.35
151,68,42.54
151,69,38.42
151,70,38.57
151,71,40.44
151,72,38.13
151,73,50.18
151,74,45.03
151,75,44.41
151,76,44.89
151,77,45.96
151,78,43.56
151,79,49.57
151,80,47.42
151,81,50.76
151,82,46.6
151,83,44.43
151,84,46.01
151,85,33.42
151,86,33.6
151,87,34.61
151,88,36.31
151,89,61.54
151,90,53.77
151,91,52.66
151,92,55.74
151,93,53.59
151,94,57.66
151,95,52.38
151,96,57.3
151,97,68.14
151,98,64.85
151,99,60.78
151,100,69.88
151,101,56.23
151,102,53.93
151,103,47.6
151,104,41.74
151,105,22.69
151,106,24.08
151,107,29.46
151,108,29.17
151,109,30.16
151,110,30.5
151,111,28.18
151,112,25.82
151,113,20.78
151,114,23.73
151,115,24.58
151,116,14.31
151,117,18.79
151,118,17.54
151,119,20.87
151,120,30.13
151,121,28.68
151,122,28.13
151,123,26.86
151,124,29.23
151,125,30.83
151,126,32.83
151,127,29.68
151,128,30.04
151,129,37.32
151,130,46.37
151,131,51.55
151,132,64.49
151,133,58.78
151,134,6.23
151,135,6.85
151,136,7.46
151,137,6.13
151,138,7.12
151,139,9.74
151,140,8.39
151,141,10.51
151,142,11.16
151,143,12.52
151,144,8.08
151,145,5.45
151,146,8.05
151,147,9.78
151,148,4.94
151,149,3.15
151,150,2.6
151,151,0
151,152,6.35
151,153,10.03
151,154,8.06
151,155,11.79
151,156,12.29
151,157,11.69
151,158,13.04
151,159,10.39
151,160,11.97
151,161,12.48
151,162,15.53
151,163,11.18
151,164,12.74
151,165,21.27
151,166,7.51
151,167,10.82
151,168,8.59
151,169,9.42
151,170,9.47
151,171,3.03
151,172,6.52
151,173,10.11
151,174,9.93
151,175,13.72
151,176,15.89
151,177,14.19
151,178,16.07
151,179,15.79
151,180,14.59
151,181,27.13
151,182,31.27
151,183,38.36
151,184,301.93
151,185,303.87
151,186,267.88
151,187,272.74
151,188,286.81
151,189,275.12
151,190,287.8
151,191,303.2
151,192,330.39
151,193,165.25
151,194,163.45
151,195,166.27
151,196,179.43
151,197,173.36
151,198,176.28
151,199,175.29
151,200,171.53
151,201,174.63
151,202,176.58
151,203,185.87
151,204,166.51
151,205,150.41
151,206,182.56
151,207,177.51
151,208,179.85
151,209,183.8
151,210,189.11
151,211,196.95
151,212,200.18
151,213,234.08
151,214,240.06
151,215,207.45
151,216,200.26
151,217,206.13
151,218,222.78
151,219,238.05
151,220,216.59
151,221,179.7
151,222,184.59
151,223,183.18
151,224,168.13
151,225,185.23
151,226,189.61
151,227,193.94
151,228,201.5
151,229,205.9
151,230,210.14
151,231,213.01
151,232,219.88
151,233,209.7
151,234,198.63
151,235,225.8
151,236,189.76
151,237,188.11
151,238,207.39
151,239,237.85
151,240,226.19
151,241,181.89
151,242,30.27
151,243,34.77
151,244,27.04
151,245,29.23
151,246,36.95
151,247,47.94
151,248,43.54
151,249,41.55
151,250,39.46
151,251,40.42
151,252,37.4
151,253,37.75
151,254,35.21
151,255,28.96
151,256,26.76
151,257,30.85
151,258,31.73
151,259,44.09
151,260,50.5
151,261,37.18
151,262,37.57
151,263,38.66
151,264,41.43
151,265,31.47
151,266,28.94
151,267,65.05
151,268,141.29
151,269,42.49
151,270,39.25
151,271,38.29
151,272,267.51
151,273,258.93
151,274,252.89
151,275,249.51
151,276,245.41
151,277,239.56
151,278,231.06
151,279,219.99
151,280,213.98
151,281,256.38
151,282,266.9
151,283,262.08
151,284,273.74
151,285,321.3
151,286,337.36
151,287,334.61
151,288,57.5
151,289,55.43
151,290,51.03
151,291,41.94
151,292,52.45
151,293,59.18
151,294,60.95
151,295,63.83
151,296,71.72
151,297,77.41
151,298,36.87
151,299,32.67
151,300,40.09
151,301,51.64
151,302,57.89
151,303,68.73
151,304,11.11
151,305,15.55
151,306,11.03
151,307,8.13
151,308,4.34
151,309,11.02
151,310,16.07
151,311,18.05
151,312,14.65
151,313,21.19
151,314,24.24
151,315,37.33
151,316,15.39
151,317,16.81
151,318,16.69
151,319,13.89
151,320,19.49
151,321,21.34
151,322,19.81
151,323,19.91
151,324,21.91
151,325,20.41
151,326,21.94
151,327,25.14
151,328,25.35
151,329,27.23
151,330,30.55
151,331,33
151,332,40.21
151,333,38.31
151,334,34.34
151,335,98.91
151,336,91.46
151,337,85.05
151,338,40.48
151,339,61.54
151,340,63.82
151,341,60.21
151,342,69.32
151,343,143.56
151,344,112.43
151,345,96.33
151,346,95.15
151,347,74.44
151,348,79.37
151,349,104.83
151,350,92.17
151,351,73.93
151,352,99.78
151,353,112.23
151,354,129.68
151,355,160.34
151,356,152.59
151,357,152.85
151,358,145.29
151,359,144.44
151,360,164.07
151,361,157.54
151,362,156.18
151,363,155.39
151,364,142.37
151,365,157.28
151,366,158.69
151,367,147.24
151,368,144.06
151,369,179.48
151,370,174.09
151,371,156.84
151,372,162.88
151,373,163.44
151,374,149.51
151,375,145.96
151,376,158.02
151,377,160.96
151,378,156.33
151,379,179.78
151,380,169.64
151,381,151.72
151,382,133.7
151,383,55.32
151,384,57.11
151,385,41.99
151,386,37.49
151,387,40.63
151,388,46.24
151,389,44.78
151,390,67.1
151,391,75.07
151,392,71.81
151,393,76.42
151,394,76.38
151,395,70.48
151,396,69.24
151,397,70.97
151,398,81.37
151,399,92.99
151,400,88.41
151,401,109.11
151,402,120.21
151,403,124.54
151,404,136.19
151,405,141.65
151,406,140.72
151,407,145.36
151,408,149.31
151,409,141.99
151,410,142.44
151,411,145.48
151,412,113.77
151,413,124.92
151,414,145.6
151,415,133.87
151,416,129.25
151,417,145.89
151,418,149.12
151,419,153.4
151,420,156.4
151,421,153.58
151,422,211.09
151,423,227.5
151,424,98.02
151,425,104.7
151,426,72.2
151,427,66.34
151,428,74.65
151,429,73.57
151,430,85.15
151,431,77.92
151,432,79.44
151,433,88.17
151,434,91.6
151,435,78.5
151,436,91
151,437,88.34
151,438,78.12
151,439,90.67
151,440,100.48
152,1,144.34
152,2,144.91
152,3,141.48
152,4,143.07
152,5,144.04
152,6,145.66
152,7,146.35
152,8,150.82
152,9,149.42
152,10,150.52
152,11,146.77
152,12,145.99
152,13,117.61
152,14,136.75
152,15,147.48
152,16,150.16
152,17,141.65
152,18,119.75
152,19,133.96
152,20,146.88
152,21,175.47
152,22,131.89
152,23,167.8
152,24,179.14
152,25,189.77
152,26,188.5
152,27,194
152,28,158.93
152,29,169.14
152,30,177.45
152,31,180.95
152,32,193.11
152,33,205.94
152,34,80.95
152,35,78.71
152,36,80.09
152,37,82.13
152,38,85.38
152,39,74.15
152,40,92.23
152,41,94.47
152,42,107.89
152,43,116.54
152,44,98.63
152,45,76.02
152,46,74.03
152,47,59.57
152,48,47.72
152,49,87.24
152,50,90.36
152,51,84.33
152,52,96.47
152,53,88.62
152,54,54.41
152,55,70.33
152,56,79.4
152,57,89
152,58,87.71
152,59,46.29
152,60,46.16
152,61,46.08
152,62,44.82
152,63,47.06
152,64,48.57
152,65,47.91
152,66,47.04
152,67,48.83
152,68,47.03
152,69,42.91
152,70,43.06
152,71,44.93
152,72,42.62
152,73,54.67
152,74,49.52
152,75,48.9
152,76,49.38
152,77,50.45
152,78,48.04
152,79,54.06
152,80,51.91
152,81,55.25
152,82,51.09
152,83,48.92
152,84,50.5
152,85,37.91
152,86,38.08
152,87,39.09
152,88,40.8
152,89,66.03
152,90,58.26
152,91,57.15
152,92,60.23
152,93,58.08
152,94,62.15
152,95,56.87
152,96,61.79
152,97,72.63
152,98,69.33
152,99,65.27
152,100,74.37
152,101,58.49
152,102,56.19
152,103,49.86
152,104,44
152,105,27.17
152,106,28.56
152,107,33.71
152,108,33.42
152,109,34.65
152,110,34.99
152,111,32.67
152,112,30.31
152,113,25.04
152,114,27.98
152,115,28.84
152,116,18.56
152,117,23.04
152,118,21.79
152,119,25.12
152,120,34.38
152,121,32.93
152,122,32.38
152,123,31.11
152,124,33.48
152,125,35.08
152,126,37.08
152,127,33.93
152,128,34.29
152,129,41.57
152,130,50.62
152,131,55.8
152,132,58.83
152,133,63.03
152,134,1.74
152,135,2.56
152,136,3.64
152,137,3
152,138,1.62
152,139,5.07
152,140,5.26
152,141,7.39
152,142,6.49
152,143,9.57
152,144,5.05
152,145,3.73
152,146,4.93
152,147,6.75
152,148,1.72
152,149,3.13
152,150,4.47
152,151,6.62
152,152,0
152,153,3.36
152,154,2.58
152,155,4.39
152,156,3.56
152,157,3.92
152,158,5.99
152,159,4.73
152,160,6.31
152,161,6.8
152,162,17.38
152,163,8.86
152,164,9.61
152,165,18.14
152,166,6.13
152,167,15.07
152,168,9.77
152,169,13.67
152,170,13.72
152,171,7.68
152,172,7.56
152,173,5.42
152,174,2.37
152,175,7.31
152,176,9.48
152,177,6.58
152,178,7.95
152,179,10.11
152,180,9.92
152,181,21.47
152,182,25.6
152,183,32.7
152,184,296.27
152,185,298.21
152,186,262.22
152,187,267.08
152,188,281.14
152,189,269.46
152,190,282.13
152,191,297.54
152,192,324.73
152,193,169.5
152,194,167.7
152,195,170.52
152,196,183.68
152,197,177.61
152,198,180.53
152,199,179.54
152,200,175.78
152,201,178.88
152,202,180.83
152,203,190.12
152,204,170.77
152,205,154.66
152,206,186.81
152,207,181.76
152,208,184.1
152,209,188.05
152,210,193.37
152,211,201.2
152,212,204.43
152,213,238.33
152,214,244.31
152,215,211.7
152,216,204.51
152,217,210.38
152,218,227.03
152,219,242.3
152,220,220.84
152,221,183.95
152,222,188.84
152,223,187.43
152,224,172.38
152,225,179.57
152,226,183.95
152,227,188.28
152,228,195.84
152,229,200.24
152,230,204.48
152,231,207.35
152,232,214.22
152,233,204.03
152,234,192.97
152,235,220.13
152,236,184.09
152,237,182.45
152,238,201.72
152,239,232.18
152,240,220.53
152,241,160.02
152,242,24.59
152,243,29.09
152,244,21.36
152,245,23.55
152,246,31.27
152,247,42.26
152,248,37.86
152,249,35.87
152,250,33.78
152,251,34.74
152,252,31.72
152,253,32.07
152,254,29.55
152,255,23.3
152,256,21.1
152,257,25.17
152,258,25.72
152,259,38.41
152,260,44.82
152,261,31.52
152,262,31.91
152,263,33
152,264,35.77
152,265,25.81
152,266,23.28
152,267,59.37
152,268,135.63
152,269,36.83
152,270,33.58
152,271,32.62
152,272,271.76
152,273,263.18
152,274,257.14
152,275,253.76
152,276,249.66
152,277,243.81
152,278,235.31
152,279,224.24
152,280,218.23
152,281,260.63
152,282,271.15
152,283,266.33
152,284,278
152,285,325.55
152,286,341.61
152,287,338.86
152,288,56.21
152,289,54.13
152,290,49.71
152,291,46.19
152,292,51.16
152,293,57.88
152,294,59.66
152,295,62.54
152,296,70.43
152,297,76.11
152,298,41.12
152,299,36.92
152,300,44.34
152,301,55.89
152,302,62.14
152,303,72.98
152,304,13.06
152,305,15.49
152,306,12.54
152,307,10.48
152,308,10.35
152,309,15.51
152,310,20.56
152,311,19.82
152,312,16.16
152,313,15.09
152,314,25.75
152,315,38.84
152,316,9.73
152,317,11.14
152,318,11.02
152,319,8.23
152,320,13.82
152,321,15.68
152,322,14.15
152,323,14.25
152,324,16.25
152,325,14.74
152,326,16.27
152,327,19.48
152,328,19.69
152,329,21.57
152,330,24.89
152,331,27.34
152,332,34.55
152,333,32.65
152,334,28.68
152,335,93.25
152,336,85.8
152,337,79.38
152,338,34.82
152,339,55.88
152,340,58.16
152,341,54.55
152,342,63.65
152,343,137.89
152,344,106.77
152,345,90.67
152,346,89.48
152,347,68.78
152,348,73.71
152,349,99.16
152,350,86.51
152,351,68.27
152,352,94.12
152,353,106.57
152,354,124.02
152,355,154.68
152,356,146.92
152,357,147.19
152,358,139.63
152,359,138.78
152,360,158.4
152,361,151.88
152,362,150.52
152,363,149.72
152,364,136.71
152,365,151.61
152,366,153.03
152,367,141.58
152,368,138.4
152,369,173.82
152,370,168.43
152,371,151.18
152,372,157.22
152,373,157.78
152,374,143.84
152,375,140.29
152,376,152.36
152,377,155.3
152,378,150.67
152,379,174.12
152,380,163.98
152,381,146.06
152,382,128.04
152,383,59.57
152,384,61.36
152,385,46.24
152,386,41.74
152,387,44.88
152,388,50.49
152,389,49.03
152,390,71.35
152,391,79.32
152,392,76.06
152,393,80.67
152,394,80.63
152,395,74.73
152,396,73.49
152,397,75.22
152,398,85.62
152,399,97.24
152,400,92.66
152,401,113.36
152,402,124.46
152,403,128.79
152,404,140.44
152,405,145.9
152,406,144.97
152,407,149.61
152,408,153.56
152,409,146.24
152,410,120.76
152,411,139.82
152,412,108.11
152,413,119.26
152,414,139.94
152,415,128.21
152,416,123.59
152,417,140.23
152,418,143.46
152,419,147.73
152,420,150.74
152,421,147.92
152,422,205.43
152,423,221.84
152,424,92.36
152,425,99.03
152,426,76.69
152,427,70.83
152,428,79.14
152,429,78.06
152,430,89.64
152,431,82.41
152,432,71.59
152,433,92.66
152,434,83.76
152,435,82.99
152,436,95.49
152,437,92.83
152,438,82.61
152,439,95.16
152,440,104.97
153,1,148.76
153,2,149.33
153,3,145.91
153,4,147.49
153,5,148.47
153,6,150.09
153,7,150.78
153,8,155.25
153,9,153.84
153,10,154.95
153,11,151.2
153,12,150.41
153,13,122.03
153,14,141.18
153,15,151.9
153,16,154.58
153,17,146.07
153,18,124.17
153,19,138.39
153,20,151.3
153,21,179.9
153,22,136.31
153,23,172.22
153,24,183.56
153,25,194.2
153,26,192.92
153,27,198.42
153,28,163.35
153,29,173.56
153,30,181.87
153,31,185.37
153,32,197.54
153,33,210.36
153,34,85.38
153,35,83.13
153,36,84.51
153,37,86.56
153,38,89.81
153,39,78.58
153,40,96.65
153,41,98.89
153,42,112.31
153,43,120.96
153,44,103.05
153,45,78.02
153,46,76.03
153,47,61.56
153,48,49.71
153,49,89.24
153,50,87.51
153,51,81.47
153,52,93.61
153,53,85.77
153,54,56.4
153,55,72.33
153,56,81.4
153,57,91
153,58,89.71
153,59,48.29
153,60,48.15
153,61,48.08
153,62,46.81
153,63,49.06
153,64,50.57
153,65,49.91
153,66,49.04
153,67,50.83
153,68,49.03
153,69,44.91
153,70,45.05
153,71,46.93
153,72,44.62
153,73,56.67
153,74,51.52
153,75,50.89
153,76,51.38
153,77,52.45
153,78,50.04
153,79,56.06
153,80,53.91
153,81,57.24
153,82,53.08
153,83,50.91
153,84,52.49
153,85,39.91
153,86,40.08
153,87,41.09
153,88,42.8
153,89,68.03
153,90,60.26
153,91,59.15
153,92,62.22
153,93,60.08
153,94,64.15
153,95,58.87
153,96,63.79
153,97,74.63
153,98,71.33
153,99,67.27
153,100,76.37
153,101,60.49
153,102,58.19
153,103,51.86
153,104,46
153,105,29.17
153,106,30.56
153,107,36.71
153,108,37.85
153,109,36.65
153,110,36.99
153,111,34.66
153,112,32.31
153,113,29.46
153,114,32.4
153,115,33.26
153,116,22.99
153,117,27.47
153,118,26.21
153,119,29.54
153,120,38.8
153,121,37.35
153,122,36.8
153,123,35.53
153,124,37.9
153,125,39.5
153,126,41.5
153,127,38.35
153,128,38.71
153,129,45.99
153,130,55.05
153,131,60.23
153,132,56.74
153,133,67.45
153,134,2.86
153,135,3.22
153,136,3.46
153,137,4.3
153,138,2.28
153,139,4.89
153,140,4.89
153,141,7.21
153,142,6.31
153,143,9.39
153,144,4.87
153,145,6
153,146,5.43
153,147,6.57
153,148,4.33
153,149,6.1
153,150,6.49
153,151,8.64
153,152,3.46
153,153,0
153,154,1.39
153,155,1.88
153,156,2.55
153,157,3.99
153,158,3.12
153,159,2.37
153,160,3.44
153,161,3.94
153,162,15.28
153,163,8.68
153,164,10.12
153,165,18.65
153,166,8.39
153,167,19.5
153,168,11.77
153,169,18.1
153,170,18.15
153,171,9.7
153,172,9.55
153,173,7.41
153,174,4.31
153,175,9.09
153,176,8.82
153,177,5.29
153,178,5.52
153,179,7.26
153,180,9.74
153,181,19.37
153,182,23.51
153,183,30.6
153,184,294.17
153,185,296.11
153,186,260.12
153,187,264.99
153,188,279.05
153,189,267.37
153,190,280.04
153,191,295.45
153,192,322.63
153,193,173.93
153,194,172.12
153,195,174.95
153,196,188.11
153,197,182.03
153,198,184.95
153,199,183.97
153,200,180.2
153,201,183.3
153,202,185.26
153,203,194.55
153,204,175.19
153,205,159.08
153,206,191.23
153,207,186.18
153,208,188.52
153,209,192.47
153,210,197.79
153,211,205.63
153,212,208.85
