"Candidates","Suppliers","CostCandidateSupplier"
126,5,0.057902
126,6,0.119664
126,7,0.022862
126,8,0.137275
126,9,0.008566
126,10,0.008917
126,11,0.032471
126,12,0.199109
126,13,0.211061
126,14,0.190066
126,15,0.067147
126,16,0.013542
126,17,0.040824
126,18,0.086285
126,19,0.098496
126,20,0.094838
126,21,0.011977
126,22,0.037066
126,23,0.013283
126,24,0.04271
126,25,0.120398
126,26,0.030958
126,27,0.008369
126,28,0.010149
126,29,0.081734
126,30,0.01692
126,31,0.052344
126,32,0.043243
126,33,0.304704
126,34,0.253512
126,35,0.016273
126,36,0.003311
126,37,0.019512
126,38,0.199901
126,39,0.145051
126,40,0.022041
126,41,0.062453
126,42,0.058046
126,43,0.012635
126,44,0.02255
126,45,0.062222
126,46,0.039531
126,47,0.17627
126,48,0.054986
126,49,0.190426
126,50,0.018706
126,51,0.034517
126,52,0.018674
126,53,0.064642
127,1,0.069986
127,2,0.024257
127,3,0.185515
127,4,0.148003
127,5,0.04415
127,6,0.115128
127,7,0.023983
127,8,0.142358
127,9,0.009372
127,10,0.0146
127,11,0.031306
127,12,0.202248
127,13,0.2142
127,14,0.194429
127,15,0.07151
127,16,0.014659
127,17,0.062942
127,18,0.090648
127,19,0.102859
127,20,0.099202
127,21,0.017283
127,22,0.040205
127,23,0.01409
127,24,0.047059
127,25,0.125482
127,26,0.032264
127,27,0.009676
127,28,0.008987
127,29,0.086083
127,30,0.015755
127,31,0.064699
127,32,0.065362
127,33,0.307843
127,34,0.23976
127,35,0.017579
127,36,0.004936
127,37,0.012024
127,38,0.20304
127,39,0.14053
127,40,0.020875
127,41,0.057931
127,42,0.053525
127,43,0.013942
127,44,0.027014
127,45,0.066571
127,46,0.040652
127,47,0.180634
127,48,0.055792
127,49,0.193565
127,50,0.008957
127,51,0.037656
127,52,0.01998
127,53,0.06012
128,1,0.063133
128,2,0.022466
128,3,0.178258
128,4,0.15493
128,5,0.037181
128,6,0.115646
128,7,0.025763
128,8,0.142862
128,9,0.011156
128,10,0.016535
128,11,0.031439
128,12,0.209189
128,13,0.221126
128,14,0.201355
128,15,0.078437
128,16,0.016443
128,17,0.069869
128,18,0.097574
128,19,0.109786
128,20,0.106128
128,21,0.019062
128,22,0.047131
128,23,0.015869
128,24,0.054
128,25,0.125986
128,26,0.032393
128,27,0.009805
128,28,0.009117
128,29,0.093024
128,30,0.015888
128,31,0.065218
128,32,0.072288
128,33,0.281174
128,34,0.23279
128,35,0.017708
128,36,0.005128
128,37,0.01895
128,38,0.209966
128,39,0.141034
128,40,0.021009
128,41,0.058435
128,42,0.04477
128,43,0.014075
128,44,0.027533
128,45,0.073512
128,46,0.042432
128,47,0.18756
128,48,0.057576
128,49,0.200491
128,50,0.009706
128,51,0.044582
128,52,0.020109
128,53,0.060624
129,1,0.060469
129,2,0.022163
129,3,0.16789
129,4,0.166435
129,5,0.035986
129,6,0.12613
129,7,0.028719
129,8,0.15336
129,9,0.014108
129,10,0.019229
129,11,0.034133
129,12,0.189504
129,13,0.201442
129,14,0.212861
129,15,0.089942
129,16,0.019395
129,17,0.081374
129,18,0.10908
129,19,0.121277
129,20,0.117634
129,21,0.022015
129,22,0.058622
129,23,0.018826
129,24,0.065491
129,25,0.136483
129,26,0.035091
129,27,0.012502
129,28,0.011814
129,29,0.104515
129,30,0.018581
129,31,0.075701
129,32,0.083794
129,33,0.270806
129,34,0.224338
129,35,0.020406
129,36,0.008084
129,37,0.030456
129,38,0.190282
129,39,0.151531
129,40,0.023702
129,41,0.068933
129,42,0.043574
129,43,0.016768
129,44,0.038016
129,45,0.085003
129,46,0.045384
129,47,0.199051
129,48,0.052518
129,49,0.180806
129,50,0.021197
129,51,0.056088
129,52,0.022807
129,53,0.071122
130,1,0.057113
130,2,0.019703
130,3,0.154829
130,4,0.178099
130,5,0.049018
130,6,0.139176
130,7,0.03172
130,8,0.166392
130,9,0.012743
130,10,0.022581
130,11,0.037485
130,12,0.176429
130,13,0.188381
130,14,0.224525
130,15,0.101621
130,16,0.022396
130,17,0.093038
130,18,0.120758
130,19,0.132955
130,20,0.129298
130,21,0.025016
130,22,0.051898
130,23,0.021823
130,24,0.07717
130,25,0.149515
130,26,0.038439
130,27,0.015851
130,28,0.015163
130,29,0.116194
130,30,0.021934
130,31,0.088747
130,32,0.095458
130,33,0.257731
130,34,0.211262
130,35,0.023754
130,36,0.011081
130,37,0.04212
130,38,0.177221
130,39,0.164563
130,40,0.027054
130,41,0.081965
130,42,0.056621
130,43,0.020117
130,44,0.051048
130,45,0.096682
130,46,0.048385
130,47,0.21073
130,48,0.049158
130,49,0.167746
130,50,0.032875
130,51,0.058118
130,52,0.026155
130,53,0.084154
131,1,0.055626
131,2,0.018215
131,3,0.14904
131,4,0.167141
131,5,0.056477
131,6,0.146621
131,7,0.028901
131,8,0.173851
131,9,0.011259
131,10,0.022156
131,11,0.039401
131,12,0.170654
131,13,0.182592
131,14,0.213566
131,15,0.090648
131,16,0.016946
131,17,0.08663
131,18,0.109786
131,19,0.121982
131,20,0.118339
131,21,0.022196
131,22,0.046123
131,23,0.017024
131,24,0.066197
131,25,0.156974
131,26,0.040356
131,27,0.017767
131,28,0.017079
131,29,0.105221
131,30,0.02385
131,31,0.096192
131,32,0.08905
131,33,0.251957
131,34,0.205488
131,35,0.025671
131,36,0.012998
131,37,0.043992
131,38,0.171432
131,39,0.172022
131,40,0.028967
131,41,0.089424
131,42,0.06408
131,43,0.022034
131,44,0.058507
131,45,0.085709
131,46,0.045566
131,47,0.199757
131,48,0.047674
131,49,0.161957
131,50,0.040334
131,51,0.05233
131,52,0.028072
131,53,0.091613
132,1,0.048629
132,2,0.012599
132,3,0.121824
132,4,0.185731
132,5,0.057802
132,6,0.163022
132,7,0.035261
132,8,0.199613
132,9,0.017619
132,10,0.028516
132,11,0.037355
132,12,0.181037
132,13,0.177293
132,14,0.232157
132,15,0.115402
132,16,0.023306
132,17,0.111384
132,18,0.134539
132,19,0.146736
132,20,0.143078
132,21,0.028557
132,22,0.070877
132,23,0.024209
132,24,0.09095
132,25,0.182736
132,26,0.046975
132,27,0.024387
132,28,0.023699
132,29,0.129974
132,30,0.023776
132,31,0.121954
132,32,0.113803
132,33,0.224726
132,34,0.178258
132,35,0.03229
132,36,0.019617
132,37,0.068746
132,38,0.181829
132,39,0.188424
132,40,0.027783
132,41,0.09481
132,42,0.071986
132,43,0.028653
132,44,0.084269
132,45,0.110462
132,46,0.050342
132,47,0.218347
132,48,0.050342
132,49,0.172339
132,50,0.066096
132,51,0.077083
132,52,0.034691
132,53,0.106402
133,1,0.054349
133,2,0.016939
133,3,0.144086
133,4,0.163685
133,5,0.066888
133,6,0.157032
133,7,0.031317
133,8,0.184262
133,9,0.013675
133,10,0.024572
133,11,0.042073
133,12,0.15899
133,13,0.170928
133,14,0.21011
133,15,0.092693
133,16,0.019362
133,17,0.096034
133,18,0.112781
133,19,0.124186
133,20,0.127728
133,21,0.024612
133,22,0.055526
133,23,0.018544
133,24,0.0756
133,25,0.167386
133,26,0.043031
133,27,0.020442
133,28,0.019754
133,29,0.102614
133,30,0.026522
133,31,0.106603
133,32,0.098453
133,33,0.246989
133,34,0.20052
133,35,0.028346
133,36,0.015673
133,37,0.053395
133,38,0.159782
133,39,0.182434
133,40,0.031642
133,41,0.099835
133,42,0.074477
133,43,0.024709
133,44,0.068918
133,45,0.095112
133,46,0.044681
133,47,0.196315
133,48,0.044678
133,49,0.150307
133,50,0.050746
133,51,0.061733
133,52,0.030747
133,53,0.102024
134,1,0.070152
134,2,0.020602
134,3,0.205574
134,4,0.195595
134,5,0.042782
134,6,0.08339
134,7,0.036212
134,8,0.142589
134,9,0.021604
134,10,0.019
134,11,0.018925
134,12,0.249854
134,13,0.261792
134,14,0.242021
134,15,0.119102
134,16,0.026892
134,17,0.087509
134,18,0.13824
134,19,0.150451
134,20,0.146794
134,21,0.024934
134,22,0.087797
134,23,0.026318
134,24,0.094666
134,25,0.125712
134,26,0.03232
134,27,0.008688
134,28,0.003656
134,29,0.13369
134,30,0.002979
134,31,0.06493
134,32,0.08712
134,33,0.308491
134,34,0.225518
134,35,0.017638
134,36,0.012188
134,37,0.059616
134,38,0.250632
134,39,0.108792
134,40,0.008492
134,41,0.013003
134,42,0.01201
134,43,0.011659
134,44,0.035064
134,45,0.114178
134,46,0.05288
134,47,0.228226
134,48,0.068025
134,49,0.241157
134,50,0.04284
134,51,0.085248
134,52,0.020035
134,53,0.028282
135,1,0.069945
135,2,0.020394
135,3,0.204782
135,4,0.196488
135,5,0.04199
135,6,0.083966
135,7,0.036441
135,8,0.143467
135,9,0.02183
135,10,0.019229
135,11,0.018722
135,12,0.250733
135,13,0.26267
135,14,0.242914
135,15,0.119995
135,16,0.027117
135,17,0.088387
135,18,0.139133
135,19,0.15133
135,20,0.147686
135,21,0.025164
135,22,0.08869
135,23,0.026547
135,24,0.095544
135,25,0.12659
135,26,0.032549
135,27,0.008913
135,28,0.003881
135,29,0.134568
135,30,0.003467
135,31,0.065822
135,32,0.088013
135,33,0.307685
135,34,0.224726
135,35,0.017864
135,36,0.012417
135,37,0.060509
135,38,0.251525
135,39,0.109368
135,40,0.008292
135,41,0.015754
135,42,0.0108
135,43,0.011888
135,44,0.035942
135,45,0.115056
135,46,0.05311
135,47,0.229118
135,48,0.06825
135,49,0.24205
135,50,0.043718
135,51,0.086141
135,52,0.020265
135,53,0.029174
136,1,0.068132
136,2,0.018581
136,3,0.197726
136,4,0.197352
136,5,0.034934
136,6,0.084312
136,7,0.036663
136,8,0.144346
136,9,0.022056
136,10,0.019451
136,11,0.018937
136,12,0.251611
136,13,0.263549
136,14,0.243778
136,15,0.120874
136,16,0.027343
136,17,0.089266
136,18,0.139997
136,19,0.152208
136,20,0.14855
136,21,0.025386
136,22,0.089554
136,23,0.026769
136,24,0.096422
136,25,0.127469
136,26,0.032775
136,27,0.009139
136,28,0.004107
136,29,0.135446
136,30,0.003552
136,31,0.066686
136,32,0.088877
136,33,0.300629
136,34,0.21767
136,35,0.018089
136,36,0.012639
136,37,0.061373
136,38,0.252389
136,39,0.109714
136,40,0.008506
136,41,0.016099
136,42,0.008899
136,43,0.012114
136,44,0.036821
136,45,0.115934
136,46,0.053332
136,47,0.229982
136,48,0.068476
136,49,0.242914
136,50,0.044597
136,51,0.087005
136,52,0.020491
136,53,0.030038
137,1,0.067991
137,2,0.018441
137,3,0.197179
137,4,0.195437
137,5,0.037714
137,6,0.083232
137,7,0.036175
137,8,0.14243
137,9,0.021564
137,10,0.018959
137,11,0.019122
137,12,0.249696
137,13,0.261634
137,14,0.241877
137,15,0.118958
137,16,0.026851
137,17,0.08735
137,18,0.138096
137,19,0.150293
137,20,0.146635
137,21,0.024894
137,22,0.087638
137,23,0.026277
137,24,0.094507
137,25,0.125554
137,26,0.032282
137,27,0.008647
137,28,0.003615
137,29,0.133531
137,30,0.003445
137,31,0.064771
137,32,0.086962
137,33,0.300082
137,34,0.217109
137,35,0.017597
137,36,0.012147
137,37,0.059458
137,38,0.250488
137,39,0.108634
137,40,0.008691
137,41,0.015019
137,42,0.009979
137,43,0.011622
137,44,0.034906
137,45,0.114019
137,46,0.05284
137,47,0.228067
137,48,0.067984
137,49,0.240998
137,50,0.042682
137,51,0.08509
137,52,0.019998
137,53,0.028123
138,1,0.070137
138,2,0.020587
138,3,0.205517
138,4,0.196877
138,5,0.042725
138,6,0.081115
138,7,0.036541
138,8,0.144331
138,9,0.02193
138,10,0.021515
138,11,0.018911
138,12,0.251136
138,13,0.263074
138,14,0.243302
138,15,0.120384
138,16,0.027221
138,17,0.097301
138,18,0.139522
138,19,0.151733
138,20,0.148075
138,21,0.025264
138,22,0.089078
138,23,0.026647
138,24,0.095947
138,25,0.127469
138,26,0.032771
138,27,0.009017
138,28,0.003985
138,29,0.134971
138,30,0.002682
138,31,0.066686
138,32,0.096912
138,33,0.308434
138,34,0.225461
138,35,0.018089
138,36,0.012517
138,37,0.060898
138,38,0.251914
138,39,0.106502
138,40,0.008477
138,41,0.012715
138,42,0.01319
138,43,0.01211
138,44,0.036346
138,45,0.115459
138,46,0.05321
138,47,0.229507
138,48,0.06835
138,49,0.242438
138,50,0.044122
138,51,0.08653
138,52,0.020487
138,53,0.024494
139,1,0.067203
139,2,0.017653
139,3,0.194098
139,4,0.20065
139,5,0.031306
139,6,0.086371
139,7,0.037511
139,8,0.147629
139,9,0.022899
139,10,0.020298
139,11,0.019536
139,12,0.254894
139,13,0.266846
139,14,0.247075
139,15,0.124157
139,16,0.028187
139,17,0.092549
139,18,0.143294
139,19,0.155491
139,20,0.151848
139,21,0.026233
139,22,0.092851
139,23,0.027617
139,24,0.099706
139,25,0.130752
139,26,0.033618
139,27,0.009983
139,28,0.004951
139,29,0.13873
139,30,0.004081
139,31,0.069984
139,32,0.092174
139,33,0.297014
139,34,0.214042
139,35,0.018933
139,36,0.013487
139,37,0.06467
139,38,0.255686
139,39,0.111773
139,40,0.009106
139,41,0.018158
139,42,0.006682
139,43,0.012957
139,44,0.040104
139,45,0.119218
139,46,0.054179
139,47,0.23328
139,48,0.069319
139,49,0.246211
139,50,0.04788
139,51,0.090302
139,52,0.021334
139,53,0.033336
140,1,0.067185
140,2,0.017634
140,3,0.19404
140,4,0.198691
140,5,0.031248
140,6,0.086486
140,7,0.037007
140,8,0.145685
140,9,0.0224
140,10,0.019795
140,11,0.019373
140,12,0.25295
140,13,0.264888
140,14,0.245117
140,15,0.122198
140,16,0.027687
140,17,0.090605
140,18,0.141336
140,19,0.153547
140,20,0.14989
140,21,0.02573
140,22,0.090893
140,23,0.027114
140,24,0.097762
140,25,0.128808
140,26,0.033119
140,27,0.009483
140,28,0.004451
140,29,0.136786
140,30,0.004085
140,31,0.068026
140,32,0.090216
140,33,0.296942
140,34,0.21397
140,35,0.018433
140,36,0.012983
140,37,0.062712
140,38,0.253728
140,39,0.111888
140,40,0.008943
140,41,0.018173
140,42,0.00648
140,43,0.012458
140,44,0.03816
140,45,0.117274
140,46,0.053676
140,47,0.231322
140,48,0.06882
140,49,0.244253
140,50,0.045936
140,51,0.088344
140,52,0.020835
140,53,0.031378
141,1,0.066474
141,2,0.016924
141,3,0.191261
141,4,0.201744
141,5,0.028469
141,6,0.089712
141,7,0.037796
141,8,0.148738
141,9,0.023184
141,10,0.020579
141,11,0.019706
141,12,0.256003
141,13,0.267941
141,14,0.24817
141,15,0.125266
141,16,0.028472
141,17,0.093658
141,18,0.144403
141,19,0.1566
141,20,0.152942
141,21,0.026514
141,22,0.093946
141,23,0.027898
141,24,0.100814
141,25,0.131861
141,26,0.033903
141,27,0.010268
141,28,0.005235
141,29,0.139838
141,30,0.004943
141,31,0.071078
141,32,0.093269
141,33,0.294178
141,34,0.211205
141,35,0.019218
141,36,0.013768
141,37,0.065765
141,38,0.256781
141,39,0.115114
141,40,0.009276
141,41,0.021514
141,42,0.00599
141,43,0.013242
141,44,0.041213
141,45,0.120326
141,46,0.05446
141,47,0.234374
141,48,0.069604
141,49,0.247306
141,50,0.048989
141,51,0.091397
141,52,0.021619
141,53,0.03443
142,1,0.066693
142,2,0.017142
142,3,0.192125
142,4,0.202694
142,5,0.029333
142,6,0.088416
142,7,0.038036
142,8,0.149674
142,9,0.023425
142,10,0.020824
142,11,0.019377
142,12,0.256939
142,13,0.268891
142,14,0.24912
142,15,0.126202
142,16,0.028712
142,17,0.094594
142,18,0.145339
142,19,0.15755
142,20,0.153893
142,21,0.026758
142,22,0.094896
142,23,0.028142
142,24,0.10175
142,25,0.132811
142,26,0.034144
142,27,0.010512
142,28,0.005476
142,29,0.140774
142,30,0.00461
142,31,0.072029
142,32,0.094219
142,33,0.295027
142,34,0.212069
142,35,0.019462
142,36,0.014012
142,37,0.066715
142,38,0.257731
142,39,0.113818
142,40,0.008947
142,41,0.020203
142,42,0.006941
142,43,0.013483
142,44,0.042149
142,45,0.121262
142,46,0.054704
142,47,0.235325
142,48,0.069845
142,49,0.248256
142,50,0.049925
142,51,0.092347
142,52,0.02186
142,53,0.035381
143,1,0.065993
143,2,0.016443
143,3,0.189403
143,4,0.200851
143,5,0.026611
143,6,0.092851
143,7,0.037562
143,8,0.151632
143,9,0.022951
143,10,0.021334
143,11,0.020517
143,12,0.255096
143,13,0.267048
143,14,0.247277
143,15,0.124358
143,16,0.028242
143,17,0.096581
143,18,0.143496
143,19,0.155707
143,20,0.15205
143,21,0.027269
143,22,0.093053
143,23,0.027669
143,24,0.099922
143,25,0.134755
143,26,0.034647
143,27,0.011022
143,28,0.005987
143,29,0.138946
143,30,0.00575
143,31,0.073973
143,32,0.096206
143,33,0.292306
143,34,0.209347
143,35,0.019962
143,36,0.014522
143,37,0.064872
143,38,0.255888
143,39,0.118253
143,40,0.010086
143,41,0.024653
143,42,0.005573
143,43,0.013986
143,44,0.044136
143,45,0.119434
143,46,0.054231
143,47,0.233482
143,48,0.069371
143,49,0.246413
143,50,0.051912
143,51,0.090504
143,52,0.022363
143,53,0.037325
144,1,0.067592
144,2,0.018041
144,3,0.195624
144,4,0.198259
144,5,0.032832
144,6,0.086054
144,7,0.036896
144,8,0.145238
144,9,0.022285
144,10,0.019684
144,11,0.019336
144,12,0.252504
144,13,0.264456
144,14,0.244685
144,15,0.121766
144,16,0.027572
144,17,0.090158
144,18,0.140904
144,19,0.153101
144,20,0.149458
144,21,0.025619
144,22,0.090461
144,23,0.027003
144,24,0.097315
144,25,0.128362
144,26,0.033004
144,27,0.009368
144,28,0.004336
144,29,0.136339
144,30,0.004077
144,31,0.067594
144,32,0.089784
144,33,0.298526
144,34,0.215554
144,35,0.018319
144,36,0.012872
144,37,0.06228
144,38,0.253296
144,39,0.111442
144,40,0.008906
144,41,0.018144
144,42,0.005832
144,43,0.012343
144,44,0.037714
144,45,0.116827
144,46,0.053565
144,47,0.23089
144,48,0.068705
144,49,0.243821
144,50,0.04549
144,51,0.087912
144,52,0.02072
144,53,0.030946
145,1,0.07097
145,2,0.021419
145,3,0.208771
145,4,0.193003
145,5,0.037915
145,6,0.082253
145,7,0.035546
145,8,0.141451
145,9,0.020935
145,10,0.018333
145,11,0.019747
145,12,0.247248
145,13,0.259186
145,14,0.239429
145,15,0.11651
145,16,0.026222
145,17,0.084902
145,18,0.135648
145,19,0.147845
145,20,0.144202
145,21,0.024268
145,22,0.085205
145,23,0.025652
145,24,0.092059
145,25,0.124574
145,26,0.032031
145,27,0.008018
145,28,0.002986
145,29,0.131083
145,30,0.003715
145,31,0.063792
145,32,0.084528
145,33,0.311674
145,34,0.228715
145,35,0.017346
145,36,0.011522
145,37,0.057024
145,38,0.24804
145,39,0.107654
145,40,0.009317
145,41,0.015091
145,42,0.010181
145,43,0.01137
145,44,0.032458
145,45,0.111571
145,46,0.052214
145,47,0.225634
145,48,0.067355
145,49,0.238565
145,50,0.040234
145,51,0.082656
145,52,0.019747
145,53,0.027144
146,1,0.068457
146,2,0.018907
146,3,0.198994
146,4,0.195091
146,5,0.035482
146,6,0.085997
146,7,0.036082
146,8,0.145195
146,9,0.021471
146,10,0.018866
146,11,0.019543
146,12,0.249336
146,13,0.261274
146,14,0.241517
146,15,0.118598
146,16,0.026758
146,17,0.08699
146,18,0.137736
146,19,0.149933
146,20,0.14629
146,21,0.024801
146,22,0.087278
146,23,0.026189
146,24,0.094147
146,25,0.128318
146,26,0.032993
146,27,0.008554
146,28,0.003522
146,29,0.133171
146,30,0.004285
146,31,0.06755
146,32,0.086616
146,33,0.301896
146,34,0.218938
146,35,0.018308
146,36,0.012058
146,37,0.059112
146,38,0.250128
146,39,0.111398
146,40,0.009113
146,41,0.017784
146,42,0.007747
146,43,0.012332
146,44,0.034546
146,45,0.113659
146,46,0.052747
146,47,0.227707
146,48,0.067891
146,49,0.240638
146,50,0.042322
146,51,0.08473
146,52,0.020709
146,53,0.030888
147,1,0.067558
147,2,0.018008
147,3,0.19548
147,4,0.201096
147,5,0.035453
147,6,0.088488
147,7,0.037625
147,8,0.147686
147,9,0.023014
147,10,0.020413
147,11,0.019965
147,12,0.255341
147,13,0.267293
147,14,0.247522
147,15,0.124603
147,16,0.028301
147,17,0.092995
147,18,0.143741
147,19,0.155938
147,20,0.152294
147,21,0.026348
147,22,0.093298
147,23,0.027731
147,24,0.100152
147,25,0.13081
147,26,0.033633
147,27,0.010097
147,28,0.005065
147,29,0.139176
147,30,0.004706
147,31,0.070042
147,32,0.092621
147,33,0.298397
147,34,0.215424
147,35,0.018948
147,36,0.013601
147,37,0.065117
147,38,0.256133
147,39,0.11389
147,40,0.009531
147,41,0.020578
147,42,0.005702
147,43,0.012972
147,44,0.04055
147,45,0.119664
147,46,0.054294
147,47,0.233726
147,48,0.069434
147,49,0.246658
147,50,0.048326
147,51,0.090749
147,52,0.021349
147,53,0.033379
148,1,0.07114
148,2,0.02159
148,3,0.209434
148,4,0.194227
148,5,0.046642
148,6,0.078538
148,7,0.03586
148,8,0.140717
148,9,0.021249
148,10,0.020587
148,11,0.019917
148,12,0.248472
148,13,0.26041
148,14,0.240653
148,15,0.117734
148,16,0.026536
148,17,0.093686
148,18,0.136872
148,19,0.149069
148,20,0.145411
148,21,0.024579
148,22,0.086414
148,23,0.025967
148,24,0.093283
148,25,0.123854
148,26,0.031842
148,27,0.008332
148,28,0.0033
148,29,0.132307
148,30,0.003171
148,31,0.063072
148,32,0.093298
148,33,0.312336
148,34,0.229378
148,35,0.017161
148,36,0.011833
148,37,0.058234
148,38,0.249264
148,39,0.103925
148,40,0.009487
148,41,0.012197
148,42,0.01319
148,43,0.011181
148,44,0.033682
148,45,0.112795
148,46,0.052525
148,47,0.226843
148,48,0.067669
148,49,0.239774
148,50,0.041458
148,51,0.083866
148,52,0.019558
148,53,0.026424
149,1,0.071628
149,2,0.022078
149,3,0.21132
149,4,0.196416
149,5,0.048528
149,6,0.075902
149,7,0.036423
149,8,0.139133
149,9,0.021812
149,10,0.020176
149,11,0.020402
149,12,0.250661
149,13,0.262598
149,14,0.242842
149,15,0.119923
149,16,0.027099
149,17,0.092088
149,18,0.139061
149,19,0.151258
149,20,0.147614
149,21,0.025142
149,22,0.088603
149,23,0.026529
149,24,0.095472
149,25,0.122256
149,26,0.031432
149,27,0.008895
149,28,0.004114
149,29,0.134496
149,30,0.00333
149,31,0.061474
149,32,0.091699
149,33,0.314237
149,34,0.231264
149,35,0.01675
149,36,0.012399
149,37,0.060437
149,38,0.251453
149,39,0.10129
149,40,0.009971
149,41,0.010555
149,42,0.015898
149,43,0.010771
149,44,0.03587
149,45,0.114984
149,46,0.053088
149,47,0.229032
149,48,0.068232
149,49,0.241978
149,50,0.043646
149,51,0.086069
149,52,0.019148
149,53,0.019282
150,1,0.071636
150,2,0.022085
150,3,0.211363
150,4,0.191923
150,5,0.048571
150,6,0.078149
150,7,0.035268
150,8,0.137347
150,9,0.020661
150,10,0.019717
150,11,0.020413
150,12,0.246182
150,13,0.25812
150,14,0.238349
150,15,0.11543
150,16,0.025948
150,17,0.090302
150,18,0.134568
150,19,0.146779
150,20,0.143122
150,21,0.023991
150,22,0.084125
150,23,0.025375
150,24,0.090994
150,25,0.12047
150,26,0.030976
150,27,0.007744
150,28,0.002723
150,29,0.130018
150,30,0.006253
150,31,0.059688
150,32,0.089928
150,33,0.314266
150,34,0.231307
150,35,0.016291
150,36,0.011244
150,37,0.055944
150,38,0.24696
150,39,0.10355
150,40,0.009983
150,41,0.020952
150,42,0.01512
150,43,0.010316
150,44,0.031392
150,45,0.110506
150,46,0.051937
150,47,0.224554
150,48,0.067081
150,49,0.237485
150,50,0.039168
150,51,0.081576
150,52,0.018692
150,53,0.02304
151,1,0.072435
151,2,0.022884
151,3,0.214459
151,4,0.190238
151,5,0.051667
151,6,0.077213
151,7,0.034836
151,8,0.136411
151,9,0.020224
151,10,0.019477
151,11,0.021208
151,12,0.244498
151,13,0.256435
151,14,0.236664
151,15,0.113746
151,16,0.025515
151,17,0.089366
151,18,0.132883
151,19,0.145094
151,20,0.141437
151,21,0.023558
151,22,0.08244
151,23,0.024942
151,24,0.089309
151,25,0.119534
151,26,0.030732
151,27,0.007311
151,28,0.002527
151,29,0.128333
151,30,0.006013
151,31,0.058752
151,32,0.088992
151,33,0.317362
151,34,0.234403
151,35,0.016051
151,36,0.010811
151,37,0.054259
151,38,0.245275
151,39,0.102614
151,40,0.010778
151,41,0.020002
151,42,0.018216
151,43,0.010071
151,44,0.029707
151,45,0.108821
151,46,0.051504
151,47,0.222869
151,48,0.066644
151,49,0.2358
151,50,0.037469
151,51,0.079891
151,52,0.018448
151,53,0.022104
152,1,0.070648
152,2,0.021097
152,3,0.207518
152,4,0.196243
152,5,0.044726
152,6,0.079387
152,7,0.036378
152,8,0.142618
152,9,0.021767
152,10,0.021075
152,11,0.019421
152,12,0.250488
152,13,0.26244
152,14,0.242669
152,15,0.11975
152,16,0.027054
152,17,0.095587
152,18,0.138888
152,19,0.151085
152,20,0.147442
152,21,0.025101
152,22,0.088445
152,23,0.026485
152,24,0.095299
152,25,0.125741
152,26,0.032331
152,27,0.00885
152,28,0.003818
152,29,0.134323
152,30,0.002849
152,31,0.064973
152,32,0.095198
152,33,0.310421
152,34,0.227462
152,35,0.017645
152,36,0.012354
152,37,0.060264
152,38,0.25128
152,39,0.104789
152,40,0.008991
152,41,0.010944
152,42,0.014861
152,43,0.01167
152,44,0.035698
152,45,0.114811
152,46,0.053047
152,47,0.228874
152,48,0.068187
152,49,0.241805
152,50,0.043474
152,51,0.085896
152,52,0.020047
152,53,0.022781
153,1,0.069701
153,2,0.02015
153,3,0.203832
153,4,0.20255
153,5,0.04104
153,6,0.082037
153,7,0.037999
153,8,0.145267
153,9,0.023388
153,10,0.021752
153,11,0.018063
153,12,0.256795
153,13,0.268747
153,14,0.248976
153,15,0.126058
153,16,0.028675
153,17,0.098222
153,18,0.145195
153,19,0.157406
153,20,0.153749
153,21,0.026721
153,22,0.094752
153,23,0.028105
153,24,0.101606
153,25,0.12839
153,26,0.033011
153,27,0.010475
153,28,0.005058
153,29,0.14063
153,30,0.002608
153,31,0.067608
153,32,0.097848
153,33,0.306734
153,34,0.223776
153,35,0.018326
153,36,0.013975
153,37,0.066571
153,38,0.257587
153,39,0.107424
153,40,0.007633
153,41,0.012427
153,42,0.013882
153,43,0.012351
153,44,0.042005
153,45,0.121118
153,46,0.054667
153,47,0.235181
153,48,0.069808
153,49,0.248112
153,50,0.049781
153,51,0.092203
153,52,0.020727
153,53,0.025416
154,1,0.0702
154,2,0.02065
154,3,0.205762
154,4,0.201413
154,5,0.04297
154,6,0.080899
154,7,0.03771
154,8,0.14413
154,9,0.023099
154,10,0.021464
154,11,0.018559
154,12,0.255672
154,13,0.26761
154,14,0.247838
154,15,0.124934
154,16,0.028386
154,17,0.097085
154,18,0.144072
154,19,0.156269
154,20,0.152611
154,21,0.026429
154,22,0.093614
154,23,0.027813
154,24,0.100483
154,25,0.127253
154,26,0.032719
154,27,0.010182
154,28,0.004329
154,29,0.139507
154,30,0.002246
154,31,0.066485
154,32,0.09671
154,33,0.308664
154,34,0.225706
154,35,0.018034
154,36,0.013683
154,37,0.065434
154,38,0.25645
154,39,0.106301
154,40,0.008129
154,41,0.011016
154,42,0.013738
154,43,0.012058
154,44,0.040882
154,45,0.119995
154,46,0.054375
154,47,0.234043
154,48,0.069519
154,49,0.246974
154,50,0.048658
154,51,0.091066
154,52,0.020435
154,53,0.024293
155,1,0.070085
155,2,0.020535
155,3,0.205315
155,4,0.204034
155,5,0.042523
155,6,0.08352
155,7,0.03838
155,8,0.14675
155,9,0.023769
155,10,0.022133
155,11,0.017704
155,12,0.258278
155,13,0.270216
155,14,0.250459
155,15,0.127541
155,16,0.029056
155,17,0.099706
155,18,0.146678
155,19,0.158875
155,20,0.155232
